tail_number,checkTypeCode,scheduleStart,airport,status,scheduleEnd
CSTOG,T1+ET,16/09/2009 07:50,OPO,S,16/09/2009 09:50
CSTTS,T1,16/09/2009 08:00,LIS,S,16/09/2009 14:00
CSTOL,PURGAS,16/09/2009 08:30,LIS,S,16/09/2009 09:45
CSTKI,PURGAS,16/09/2009 10:00,LIS,S,16/09/2009 14:00
CSTGU,36+ET,16/09/2009 10:40,OPO,S,16/09/2009 12:40
CSTNK,VT,16/09/2009 11:00,LIS,S,16/09/2009 12:00
CSTGV,36,16/09/2009 11:05,LIS,S,16/09/2009 12:40
CSTOI,T1+ET,16/09/2009 11:15,LIS,S,16/09/2009 13:15
CSTOC,T1,16/09/2009 11:15,LIS,S,16/09/2009 13:15
CSTOJ,T2+ET,16/09/2009 11:15,LIS,S,16/09/2009 14:15
CSTFU,T1,16/09/2009 12:00,OPO,S,16/09/2009 13:30
CSTKM,36+ET,16/09/2009 12:00,LIS,S,16/09/2009 14:00
CSTOD,VT,16/09/2009 12:15,LIS,S,16/09/2009 13:45
CSTTP,RIB_5,16/09/2009 12:36,LIS,S,16/09/2009 13:05
CSTNQ,T2,16/09/2009 13:00,LIS,S,16/09/2009 15:00
CSTNP,T1,16/09/2009 14:00,LIS,S,16/09/2009 15:30
CSTOD,PURGAS,16/09/2009 15:00,LIS,S,16/09/2009 17:00
CSTOA,T2,16/09/2009 15:15,LIS,S,16/09/2009 23:00
CSTTD,T2,16/09/2009 15:30,LIS,S,16/09/2009 17:40
CSTOE,T1+ET,16/09/2009 16:00,LIS,S,16/09/2009 19:00
CSTDI,T1+ET,16/09/2009 16:15,LIS,S,16/09/2009 18:15
CSTTR,VT,16/09/2009 16:15,LIS,S,16/09/2009 22:30
CSTQD,T1,16/09/2009 17:00,LIS,S,16/09/2009 18:45
CSTOD,T1,16/09/2009 18:00,LIS,S,16/09/2009 20:00
CSTEJ,VT,16/09/2009 18:00,LIS,S,18/09/2009 23:59
CSTTC,T2,16/09/2009 18:45,LIS,S,16/09/2009 21:00
CSTOD,T1,16/09/2009 19:15,LIS,S,16/09/2009 21:15
CSTTO,T1,16/09/2009 19:30,LIS,S,16/09/2009 21:00
CSTOE,T1+ET,16/09/2009 20:00,LIS,S,16/09/2009 22:00
CSTOE,PURGAS,16/09/2009 20:00,LIS,S,16/09/2009 22:00
CSTOM,T1+ET,16/09/2009 20:00,LIS,S,16/09/2009 22:00
CSTNA,T1,16/09/2009 21:00,LIS,S,17/09/2009 01:29
CSTTH,T1,16/09/2009 21:00,LIS,S,17/09/2009 04:00
CSTNL,T2,16/09/2009 22:00,LIS,S,17/09/2009 02:29
CSTNH,T2,16/09/2009 22:00,LIS,S,17/09/2009 04:00
CSTNJ,T1,16/09/2009 22:00,LIS,S,17/09/2009 04:00
CSTJF,T1,16/09/2009 23:00,LIS,S,17/09/2009 03:00
CSTTG,T1,16/09/2009 23:45,CPH,S,17/09/2009 01:15
FRAJB,T1,16/09/2009 23:45,CDG,S,17/09/2009 02:45
CSTNM,T1,16/09/2009 23:59,BCN,S,17/09/2009 01:29
CSTNR,T1,16/09/2009 23:59,LIS,S,17/09/2009 01:29
CSTNB,T1,16/09/2009 23:59,OPO,S,17/09/2009 01:29
CSTNE,T1,16/09/2009 23:59,HAM,S,17/09/2009 01:29
CSTNG,T1,16/09/2009 23:59,FRA,S,17/09/2009 01:29
CSTNI,T1,16/09/2009 23:59,LHR,S,17/09/2009 01:29
CSTNK,T1,16/09/2009 23:59,LIN,S,17/09/2009 01:29
CSTNN,T1,16/09/2009 23:59,FNC,S,17/09/2009 01:29
CSTNQ,T1,16/09/2009 23:59,WAW,S,17/09/2009 01:29
CSTTA,T1,16/09/2009 23:59,ORY,S,17/09/2009 01:29
CSTTB,T1,16/09/2009 23:59,OPO,S,17/09/2009 01:29
CSTTC,T1,16/09/2009 23:59,FAO,S,17/09/2009 01:29
CSTTF,T1,16/09/2009 23:59,BRU,S,17/09/2009 01:29
CSTTL,T1,16/09/2009 23:59,MUC,S,17/09/2009 01:29
CSTTQ,T1,16/09/2009 23:59,MAD,S,17/09/2009 01:29
CSTTR,T1,16/09/2009 23:59,LIS,S,17/09/2009 01:29
CSTTS,T1,16/09/2009 23:59,LHR,S,17/09/2009 01:29
CSTJE,T1,16/09/2009 23:59,LIS,S,17/09/2009 01:29
CSTJG,T1,16/09/2009 23:59,LIS,S,17/09/2009 01:29
CSTKJ,36,16/09/2009 23:59,PDL,S,17/09/2009 01:59
CSTKK,36,16/09/2009 23:59,LIS,S,17/09/2009 01:59
CSTKL,36,16/09/2009 23:59,FNC,S,17/09/2009 01:59
CSTTP,T1,16/09/2009 23:59,FNC,S,17/09/2009 02:00
CSTTJ,T1,16/09/2009 23:59,LIS,S,17/09/2009 04:00
CSTTD,T1,17/09/2009 00:00,ORY,S,17/09/2009 01:30
CSTTI,T2,17/09/2009 00:00,FNC,S,17/09/2009 02:30
CSTFU,A,17/09/2009 00:00,LIS,S,17/09/2009 23:59
CSTTM,A,17/09/2009 00:00,LIS,S,17/09/2009 23:59
CSTMW,VT,17/09/2009 00:00,LIS,S,17/09/2009 23:59
FRAJB,PURGAS,17/09/2009 02:50,CDG,S,17/09/2009 03:55
FRAJB,T2,17/09/2009 04:00,CDG,S,17/09/2009 07:00
CSTOK,T2+ET,17/09/2009 05:00,LIS,S,17/09/2009 10:00
CSTTE,T1,17/09/2009 06:45,LIS,S,17/09/2009 08:00
CSTOG,T1+ET,17/09/2009 06:45,OPO,S,17/09/2009 08:45
CSTOF,VT,17/09/2009 07:00,LIS,S,17/09/2009 11:00
CSTOP,A,17/09/2009 07:00,LIS,S,18/09/2009 12:00
CSTKN,36+ET,17/09/2009 10:00,LIS,S,17/09/2009 12:00
CSTNI,T2,17/09/2009 10:00,LIS,S,17/09/2009 12:30
CSTKM,36+ET,17/09/2009 11:00,LIS,S,17/09/2009 13:00
CSTOJ,T1+ET,17/09/2009 11:00,LIS,S,17/09/2009 14:00
CSTGU,W+ET,17/09/2009 11:00,LIS,S,17/09/2009 14:00
CSTGV,W+ET,17/09/2009 11:00,PDL,S,17/09/2009 14:00
CSTOF,T1,17/09/2009 11:15,LIS,S,17/09/2009 14:00
CSTOB,T1,17/09/2009 11:40,LIS,S,17/09/2009 13:40
CSTOI,T1+ET,17/09/2009 11:40,LIS,S,17/09/2009 14:45
CSTOL,T1+ET,17/09/2009 11:50,LIS,S,17/09/2009 13:40
CSTOO,PURGAS,17/09/2009 12:00,LIS,S,17/09/2009 13:00
CSTNI,VT,17/09/2009 13:05,LIS,S,17/09/2009 13:45
CSTOO,T1+ET,17/09/2009 13:15,LIS,S,17/09/2009 15:00
CSTQD,T1,17/09/2009 15:00,LIS,S,17/09/2009 16:30
CSTOC,VT,17/09/2009 16:45,LIS,S,17/09/2009 18:15
CSTOF,T1+ET,17/09/2009 19:00,LIS,S,17/09/2009 21:00
CSTOC,T2,17/09/2009 19:00,LIS,S,17/09/2009 22:00
CSTTR,VT,17/09/2009 20:00,LIS,S,17/09/2009 20:40
CSTTD,T1,17/09/2009 20:00,LIS,S,17/09/2009 21:15
CSTJF,T2,17/09/2009 20:00,LIS,S,17/09/2009 21:35
CSTTL,T1,17/09/2009 20:05,LIS,S,17/09/2009 21:05
CSTDI,T1+ET,17/09/2009 21:15,LIS,S,17/09/2009 23:10
CSTNA,T1,17/09/2009 23:59,OPO,S,18/09/2009 01:29
CSTNB,T1,17/09/2009 23:59,LIS,S,18/09/2009 01:29
CSTNE,T1,17/09/2009 23:59,ORY,S,18/09/2009 01:29
CSTNG,T1,17/09/2009 23:59,LHR,S,18/09/2009 01:29
CSTNH,T1,17/09/2009 23:59,HAM,S,18/09/2009 01:29
CSTNK,T1,17/09/2009 23:59,LIS,S,18/09/2009 01:29
CSTNL,T1,17/09/2009 23:59,LIS,S,18/09/2009 01:29
CSTNQ,T1,17/09/2009 23:59,LIN,S,18/09/2009 01:29
CSTJG,T1,17/09/2009 23:59,FNC,S,18/09/2009 01:29
CSTJE,T1,17/09/2009 23:59,LIS,S,18/09/2009 01:29
CSTTA,T1,17/09/2009 23:59,ORY,S,18/09/2009 01:29
CSTTE,T1,17/09/2009 23:59,LIS,S,18/09/2009 01:29
CSTTG,T1,17/09/2009 23:59,BRU,S,18/09/2009 01:29
CSTTH,T1,17/09/2009 23:59,CPH,S,18/09/2009 01:29
CSTTK,T1,17/09/2009 23:59,FAO,S,18/09/2009 01:29
CSTTP,T1,17/09/2009 23:59,FNC,S,18/09/2009 01:29
CSTTS,T1,17/09/2009 23:59,BCN,S,18/09/2009 01:29
CSTKL,36,17/09/2009 23:59,FNC,S,18/09/2009 01:59
CSTKK,36,17/09/2009 23:59,LIS,S,18/09/2009 01:59
CSTTJ,T1,17/09/2009 23:59,LIS,S,18/09/2009 02:00
CSTNJ,T2,17/09/2009 23:59,LIS,S,18/09/2009 02:00
CSTNR,T1,17/09/2009 23:59,LHR,S,18/09/2009 02:00
CSTTQ,T1,17/09/2009 23:59,FRA,S,18/09/2009 02:00
CSTTF,T1,17/09/2009 23:59,GVA,S,18/09/2009 02:00
CSTTO,T1,17/09/2009 23:59,OPO,S,18/09/2009 02:00
CSTMW,T2,17/09/2009 23:59,LIS,S,18/09/2009 02:29
CSTNN,T2,17/09/2009 23:59,LIS,S,18/09/2009 02:29
CSTKJ,W,17/09/2009 23:59,PDL,S,18/09/2009 02:59
CSTNM,T1,17/09/2009 23:59,LIS,S,18/09/2009 04:00
CSTTB,T1,17/09/2009 23:59,LIS,S,18/09/2009 04:00
CSTTI,T1,17/09/2009 23:59,LIS,S,18/09/2009 04:00
CSTNS,T2,17/09/2009 23:59,LIS,S,18/09/2009 06:00
CSTTC,T1,18/09/2009 00:00,MAD,S,18/09/2009 01:30
CSTNP,A,18/09/2009 00:00,LIS,S,18/09/2009 23:59
CSTTR,T2,18/09/2009 01:00,FNC,S,18/09/2009 04:00
CSTTP,RIB_5,18/09/2009 02:15,FNC,S,18/09/2009 02:55
CSTOG,T2+ET,18/09/2009 06:00,LIS,S,18/09/2009 09:00
CSTOK,T1+ET,18/09/2009 07:20,OPO,S,18/09/2009 09:10
CSTOM,T2+ET,18/09/2009 07:20,LIS,S,18/09/2009 09:20
CSTOA,T1,18/09/2009 07:20,LIS,S,18/09/2009 09:20
CSTOD,T1,18/09/2009 07:20,LIS,S,18/09/2009 12:00
CSTOL,T1+ET,18/09/2009 10:55,LIS,S,18/09/2009 13:55
CSTOI,T1+ET,18/09/2009 11:00,LIS,S,18/09/2009 13:00
CSTOE,T2+ET,18/09/2009 11:10,LIS,S,18/09/2009 13:10
CSTOJ,T1+ET,18/09/2009 11:30,LIS,S,18/09/2009 13:10
CSTGV,36+ET,18/09/2009 12:00,OPO,S,18/09/2009 14:00
CSTKM,36+ET,18/09/2009 12:00,LIS,S,18/09/2009 14:00
CSTKN,36+ET,18/09/2009 12:00,LIS,S,18/09/2009 14:00
CSTDI,T2,18/09/2009 13:00,LIS,S,18/09/2009 15:00
FRAJA,T2,18/09/2009 13:00,CDG,S,18/09/2009 15:00
CSTOB,T1,18/09/2009 15:00,LIS,S,18/09/2009 17:00
CSTNR,VT,18/09/2009 15:10,LIS,S,18/09/2009 15:45
CSTNE,T2,18/09/2009 15:50,LIS,S,18/09/2009 18:00
CSTTD,VT,18/09/2009 16:30,LIS,S,18/09/2009 17:10
FRAJB,T1,18/09/2009 17:30,CAY,S,18/09/2009 19:30
CSTNQ,T1,18/09/2009 19:00,LIS,S,18/09/2009 20:30
CSTOP,T1+ET,18/09/2009 20:00,LIS,S,18/09/2009 21:30
CSTOO,T1+ET,18/09/2009 20:00,LIS,S,18/09/2009 22:00
CSTMW,T1,18/09/2009 20:05,LIS,S,18/09/2009 21:30
CSTNM,T1,18/09/2009 20:10,LIS,S,18/09/2009 21:05
CSTTL,T1,18/09/2009 20:15,LIS,S,18/09/2009 21:00
CSTNG,T1,18/09/2009 21:00,LIS,S,19/09/2009 03:00
CSTNN,T1,18/09/2009 22:00,LIS,S,19/09/2009 01:29
CSTKK,36,18/09/2009 22:21,LIS,S,18/09/2009 23:09
CSTTQ,T2,18/09/2009 22:30,LIS,S,19/09/2009 04:00
CSTQD,T1,18/09/2009 22:45,LIS,S,19/09/2009 04:00
CSTTO,T2,18/09/2009 23:00,LIS,S,19/09/2009 04:00
CSTJE,T1,18/09/2009 23:59,LIS,S,19/09/2009 01:29
CSTTA,T1,18/09/2009 23:59,ORY,S,19/09/2009 01:29
CSTTB,T1,18/09/2009 23:59,LIS,S,19/09/2009 01:29
CSTTH,T1,18/09/2009 23:59,ZRH,S,19/09/2009 01:29
CSTTI,T1,18/09/2009 23:59,BCN,S,19/09/2009 01:29
CSTTJ,T1,18/09/2009 23:59,FAO,S,19/09/2009 01:29
CSTTK,T1,18/09/2009 23:59,CPH,S,19/09/2009 01:29
CSTTM,T1,18/09/2009 23:59,LIS,S,19/09/2009 01:29
CSTTS,T1,18/09/2009 23:59,HAM,S,19/09/2009 01:29
CSTNA,T1,18/09/2009 23:59,FNC,S,19/09/2009 01:29
CSTNB,T1,18/09/2009 23:59,LIN,S,19/09/2009 01:29
CSTNE,T1,18/09/2009 23:59,MUC,S,19/09/2009 01:29
CSTNH,T1,18/09/2009 23:59,FRA,S,19/09/2009 01:29
CSTNI,T1,18/09/2009 23:59,LHR,S,19/09/2009 01:29
CSTNJ,T1,18/09/2009 23:59,OPO,S,19/09/2009 01:29
CSTNL,T1,18/09/2009 23:59,BRU,S,19/09/2009 01:29
CSTNS,T1,18/09/2009 23:59,LHR,S,19/09/2009 01:29
CSTTE,T1,18/09/2009 23:59,LIS,S,19/09/2009 01:29
CSTJF,T1,18/09/2009 23:59,LIS,S,19/09/2009 01:29
CSTTC,T1,18/09/2009 23:59,MAD,S,19/09/2009 01:29
CSTNR,T1,18/09/2009 23:59,WAW,S,19/09/2009 01:30
CSTGU,36,18/09/2009 23:59,LIS,S,19/09/2009 01:59
CSTTD,T1,18/09/2009 23:59,LIS,S,19/09/2009 03:29
CSTTF,T1,19/09/2009 00:00,ORY,S,19/09/2009 01:30
CSTJG,T2,19/09/2009 00:00,LIS,S,19/09/2009 04:00
CSTKL,W,19/09/2009 00:15,FNC,S,19/09/2009 02:15
CSTTG,T1,19/09/2009 00:30,LIS,S,19/09/2009 02:00
CSTTR,T1,19/09/2009 01:00,FNC,S,19/09/2009 02:30
CSTEJ,T2+ET,19/09/2009 01:00,LIS,S,19/09/2009 03:00
CSTTP,T2,19/09/2009 01:00,FNC,S,19/09/2009 03:30
CSTNK,T1,19/09/2009 02:00,OPO,S,19/09/2009 04:00
CSTKJ,36,19/09/2009 03:00,PDL,S,19/09/2009 05:59
CSTOC,PURGAS,19/09/2009 05:00,LIS,S,19/09/2009 06:00
CSTOA,PURGAS,19/09/2009 06:00,LIS,S,19/09/2009 06:55
CSTOC,T1,19/09/2009 06:05,LIS,S,19/09/2009 07:25
CSTOA,T1,19/09/2009 07:00,LIS,S,19/09/2009 08:30
CSTON,T1+ET,19/09/2009 07:00,LIS,S,19/09/2009 09:00
CSTKI,T1+ET,19/09/2009 07:00,LIS,S,19/09/2009 09:00
CSTOG,PURGAS,19/09/2009 07:00,LIS,S,19/09/2009 09:00
CSTOF,T1+ET,19/09/2009 07:00,LIS,S,19/09/2009 11:00
CSTOK,T1+ET,19/09/2009 07:30,OPO,S,19/09/2009 09:00
CSTOL,T2+ET,19/09/2009 08:00,LIS,S,19/09/2009 13:00
CSTTP,RIB_5,19/09/2009 08:20,LIS,S,19/09/2009 08:55
CSTKM,36+ET,19/09/2009 10:00,LIS,S,19/09/2009 12:00
CSTOG,T1+ET,19/09/2009 10:00,LIS,S,19/09/2009 21:00
CSTTH,VT,19/09/2009 10:46,LIS,S,19/09/2009 12:14
CSTOJ,T1+ET,19/09/2009 11:00,LIS,S,19/09/2009 13:00
CSTOI,T2+ET,19/09/2009 11:30,LIS,S,19/09/2009 13:30
CSTTI,VT,19/09/2009 11:35,LIS,S,19/09/2009 12:45
CSTOM,T1+ET,19/09/2009 11:40,LIS,S,19/09/2009 14:35
CSTOE,T1+ET,19/09/2009 11:45,LIS,S,19/09/2009 13:45
CSTKN,36,19/09/2009 15:01,PDL,S,19/09/2009 16:09
CSTTP,VT,19/09/2009 15:45,LIS,S,19/09/2009 17:15
CSTOB,T1,19/09/2009 17:00,LIS,S,19/09/2009 19:00
CSTMW,T1,19/09/2009 17:45,LIS,S,19/09/2009 18:45
CSTTD,VT,19/09/2009 18:00,LIS,S,19/09/2009 19:30
CSTNN,T1,19/09/2009 18:30,LIS,S,19/09/2009 21:00
CSTOD,T1,19/09/2009 19:00,LIS,S,19/09/2009 21:00
CSTTB,T1,19/09/2009 19:30,LIS,S,19/09/2009 21:00
CSTOG,T1+ET,19/09/2009 20:00,LIS,S,19/09/2009 22:00
CSTNK,T1,19/09/2009 20:05,LIS,S,19/09/2009 21:00
CSTJE,T1,19/09/2009 20:10,LIS,S,19/09/2009 21:35
CSTKK,W,19/09/2009 22:00,FNC,S,20/09/2009 00:00
CSTTC,T1,19/09/2009 22:00,LIS,S,20/09/2009 03:00
CSTNI,T1,19/09/2009 22:00,LIS,S,20/09/2009 03:00
CSTNB,T1,19/09/2009 22:00,LIS,S,20/09/2009 05:00
CSTNG,T1,19/09/2009 22:30,LIS,S,20/09/2009 02:00
CSTTO,T1,19/09/2009 23:00,LIS,S,20/09/2009 00:30
CSTTQ,T1,19/09/2009 23:00,BCN,S,20/09/2009 00:30
CSTTP,T1,19/09/2009 23:00,ZRH,S,20/09/2009 00:30
CSTNS,T1,19/09/2009 23:00,ORY,S,20/09/2009 00:30
CSTTA,T1,19/09/2009 23:00,CPH,S,20/09/2009 00:30
CSTTD,T1,19/09/2009 23:00,OPO,S,20/09/2009 00:30
CSTTF,T1,19/09/2009 23:00,ORY,S,20/09/2009 00:30
CSTTG,T1,19/09/2009 23:00,FAO,S,20/09/2009 00:30
CSTTI,T1,19/09/2009 23:00,HAM,S,20/09/2009 00:30
CSTTK,T1,19/09/2009 23:00,AMS,S,20/09/2009 00:30
CSTTL,T1,19/09/2009 23:00,LIS,S,20/09/2009 00:30
CSTTM,T1,19/09/2009 23:00,LIS,S,20/09/2009 00:30
CSTNA,T1,19/09/2009 23:00,OPO,S,20/09/2009 00:30
CSTNE,T1,19/09/2009 23:00,FRA,S,20/09/2009 00:30
CSTNH,T1,19/09/2009 23:00,LHR,S,20/09/2009 00:30
CSTNM,T1,19/09/2009 23:00,LHR,S,20/09/2009 00:30
CSTNP,T1,19/09/2009 23:00,LIS,S,20/09/2009 00:30
CSTNQ,T1,19/09/2009 23:00,MUC,S,20/09/2009 00:30
CSTNR,T1,19/09/2009 23:00,LIN,S,20/09/2009 00:30
CSTQD,T1,19/09/2009 23:00,LIS,S,20/09/2009 00:30
CSTJF,T1,19/09/2009 23:00,LIS,S,20/09/2009 00:30
CSTTH,T1,19/09/2009 23:00,BRU,S,20/09/2009 00:30
CSTGV,36+ET,19/09/2009 23:00,BOS,S,20/09/2009 02:00
CSTTS,T2,19/09/2009 23:00,LIS,S,20/09/2009 02:00
CSTTR,T1,19/09/2009 23:00,LIS,S,20/09/2009 03:00
CSTTJ,T1,19/09/2009 23:00,LIS,S,20/09/2009 04:00
CSTNL,T1,19/09/2009 23:00,LIS,S,20/09/2009 04:00
CSTJG,T1,19/09/2009 23:30,LIS,S,20/09/2009 01:00
CSTTE,T1,19/09/2009 23:45,FNC,S,20/09/2009 01:30
CSTNJ,T1,19/09/2009 23:45,FNC,S,20/09/2009 01:30
CSTGU,36,20/09/2009 00:00,LIS,S,20/09/2009 02:00
CSTKL,36,20/09/2009 01:00,LIS,S,20/09/2009 03:00
CSTKJ,36,20/09/2009 01:15,PDL,S,20/09/2009 03:15
CSTFU,T2,20/09/2009 05:00,LIS,S,20/09/2009 08:00
CSTNB,VT,20/09/2009 05:30,LIS,S,20/09/2009 07:00
CSTON,T1+ET,20/09/2009 06:00,LIS,S,20/09/2009 08:00
FRAJA,T1,20/09/2009 06:00,DYU,S,20/09/2009 08:00
CSTTG,VT,20/09/2009 06:30,LIS,S,20/09/2009 08:00
CSTNJ,VT,20/09/2009 06:45,LIS,S,20/09/2009 07:45
CSTFU,T1,20/09/2009 07:00,LIS,S,20/09/2009 08:30
CSTKI,PURGAS,20/09/2009 07:10,LIS,S,20/09/2009 07:55
CSTTP,RIB_5,20/09/2009 07:20,LIS,S,20/09/2009 08:10
CSTOF,PURGAS,20/09/2009 07:30,LIS,S,20/09/2009 09:30
CSTOJ,T1+ET,20/09/2009 07:45,LIS,S,20/09/2009 09:45
CSTOK,PURGAS,20/09/2009 07:50,OPO,S,20/09/2009 08:40
CSTKI,T2,20/09/2009 08:00,LIS,S,20/09/2009 10:00
CSTOO,T2+ET,20/09/2009 08:00,LIS,S,20/09/2009 10:30
CSTOA,T1,20/09/2009 08:15,LIS,S,20/09/2009 10:15
CSTOC,T1,20/09/2009 08:30,LIS,S,20/09/2009 15:00
CSTOK,T1+ET,20/09/2009 08:45,OPO,S,20/09/2009 09:45
CSTQK,T2,20/09/2009 09:00,OPO,S,20/09/2009 12:00
CSTOP,T1+ET,20/09/2009 10:00,LIS,S,20/09/2009 11:30
CSTTK,VT,20/09/2009 10:00,LIS,S,20/09/2009 12:00
CSTOF,T1+ET,20/09/2009 10:00,LIS,S,20/09/2009 14:00
CSTNH,VT,20/09/2009 10:30,LIS,S,20/09/2009 12:00
CSTOI,PURGAS,20/09/2009 11:15,LIS,S,20/09/2009 12:40
CSTGV,36+ET,20/09/2009 11:15,LIS,S,20/09/2009 16:00
CSTQK,T1,20/09/2009 12:00,OPO,S,20/09/2009 13:30
CSTOE,T1+ET,20/09/2009 12:00,LIS,S,20/09/2009 20:00
CSTOI,T1+ET,20/09/2009 12:45,LIS,S,20/09/2009 14:45
CSTGU,ETOPS,20/09/2009 13:00,LIS,S,20/09/2009 14:00
CSTOL,T1+ET,20/09/2009 14:00,LIS,S,20/09/2009 16:00
CSTOM,T1+ET,20/09/2009 14:00,LIS,S,20/09/2009 18:30
CSTJE,VT,20/09/2009 15:30,LIS,S,20/09/2009 16:45
CSTOB,PURGAS,20/09/2009 16:00,LIS,S,20/09/2009 18:00
CSTOM,PURGAS,20/09/2009 16:30,LIS,S,20/09/2009 17:30
CSTTR,T1,20/09/2009 17:30,LIS,S,21/09/2009 00:30
CSTNM,T1,20/09/2009 18:00,LIS,S,20/09/2009 20:55
CSTTA,VT,20/09/2009 18:30,LIS,S,20/09/2009 20:00
CSTOB,T1,20/09/2009 18:45,LIS,S,20/09/2009 20:45
CSTOL,T1+ET,20/09/2009 20:00,LIS,S,20/09/2009 22:00
CSTOE,T1+ET,20/09/2009 20:00,LIS,S,20/09/2009 22:00
CSTNJ,T1,20/09/2009 20:11,LIS,S,20/09/2009 21:09
CSTNP,T1,20/09/2009 20:15,LIS,S,20/09/2009 20:55
CSTNL,T1,20/09/2009 20:20,LIS,S,20/09/2009 21:15
CSTTD,T1,20/09/2009 20:25,LIS,S,20/09/2009 21:05
CSTMW,T1,20/09/2009 20:25,LIS,S,21/09/2009 02:00
CSTTO,VT,20/09/2009 21:00,LIS,S,20/09/2009 22:30
CSTTP,RIB_5,20/09/2009 21:45,LIS,S,20/09/2009 22:15
CSTNA,T1,20/09/2009 22:00,LIS,S,21/09/2009 05:00
CSTDI,PURGAS,20/09/2009 22:30,LIS,S,20/09/2009 23:30
CSTTH,T1,20/09/2009 23:00,CPH,S,21/09/2009 00:30
CSTTI,T1,20/09/2009 23:00,BCN,S,21/09/2009 00:30
CSTNN,T1,20/09/2009 23:00,LHR,S,21/09/2009 00:30
CSTNS,T1,20/09/2009 23:00,LIN,S,21/09/2009 00:30
CSTTB,T1,20/09/2009 23:00,MUC,S,21/09/2009 00:30
CSTTC,T1,20/09/2009 23:00,HAM,S,21/09/2009 00:30
CSTTG,T1,20/09/2009 23:00,LIS,S,21/09/2009 00:30
CSTTK,T1,20/09/2009 23:00,ORY,S,21/09/2009 00:30
CSTTL,T1,20/09/2009 23:00,FAO,S,21/09/2009 00:30
CSTTM,T1,20/09/2009 23:00,MAD,S,21/09/2009 00:30
CSTTS,T1,20/09/2009 23:00,BRU,S,21/09/2009 00:30
CSTNB,T1,20/09/2009 23:00,OPO,S,21/09/2009 00:30
CSTNE,T1,20/09/2009 23:00,ORY,S,21/09/2009 00:30
CSTNG,T1,20/09/2009 23:00,FRA,S,21/09/2009 00:30
CSTNH,T1,20/09/2009 23:00,LHR,S,21/09/2009 00:30
CSTNI,T1,20/09/2009 23:00,LIS,S,21/09/2009 00:30
CSTQD,T1,20/09/2009 23:00,LIS,S,21/09/2009 00:30
CSTNQ,T1,20/09/2009 23:00,LIS,S,21/09/2009 02:00
CSTJF,T1,20/09/2009 23:00,LIS,S,21/09/2009 02:00
CSTNK,T1,20/09/2009 23:00,LIS,S,21/09/2009 04:00
CSTTP,T1,20/09/2009 23:00,LIS,S,21/09/2009 05:00
CSTKK,36,20/09/2009 23:30,FNC,S,21/09/2009 03:00
CSTJG,T1,20/09/2009 23:45,FNC,S,21/09/2009 01:15
CSTTE,T1,20/09/2009 23:45,FNC,S,21/09/2009 01:30
CSTKN,36+ET,20/09/2009 23:50,YYZ,S,21/09/2009 01:40
CSTKM,36,20/09/2009 23:59,LIS,S,21/09/2009 02:00
CSTTQ,T1,20/09/2009 23:59,LIS,S,21/09/2009 02:00
CSTQK,T1,21/09/2009 00:00,LIS,S,21/09/2009 01:30
CSTJE,A,21/09/2009 00:00,LIS,S,21/09/2009 23:59
CSTNR,A,21/09/2009 00:00,LIS,S,21/09/2009 23:59
CSTTO,A,21/09/2009 00:00,LIS,S,21/09/2009 23:59
CSTKL,36,21/09/2009 00:15,OPO,S,21/09/2009 04:00
CSTTA,T1,21/09/2009 00:30,LIS,S,21/09/2009 02:00
CSTTJ,T1,21/09/2009 01:00,FNC,S,21/09/2009 02:30
FRAJA,PURGAS,21/09/2009 01:00,CDG,S,21/09/2009 03:00
CSTKJ,36,21/09/2009 01:00,PDL,S,21/09/2009 04:30
CSTTF,T1,21/09/2009 02:00,OPO,S,21/09/2009 03:30
CSTEJ,PURGAS,21/09/2009 03:30,LIS,S,21/09/2009 05:30
CSTDI,VT,21/09/2009 03:45,LIS,S,21/09/2009 12:00
CSTOG,T1,21/09/2009 05:15,LIS,S,21/09/2009 06:55
CSTOA,VT,21/09/2009 06:00,LIS,S,21/09/2009 06:55
CSTKI,T1+ET,21/09/2009 06:00,LIS,S,21/09/2009 07:00
CSTEJ,T1+ET,21/09/2009 06:00,LIS,S,21/09/2009 08:00
CSTTE,VT,21/09/2009 07:00,LIS,S,21/09/2009 07:45
CSTOP,T1+ET,21/09/2009 07:00,LIS,S,21/09/2009 08:30
FRAJB,PURGAS,21/09/2009 07:00,CDG,S,21/09/2009 09:00
CSTEJ,T1+ET,21/09/2009 07:00,LIS,S,21/09/2009 09:55
CSTOA,VT,21/09/2009 07:00,LIS,S,22/09/2009 20:10
CSTGU,36+ET,21/09/2009 07:45,TER,S,21/09/2009 09:45
CSTOK,T1+ET,21/09/2009 08:20,OPO,S,21/09/2009 10:00
CSTOJ,PURGAS,21/09/2009 09:00,LIS,S,21/09/2009 11:00
FRAJB,T1,21/09/2009 10:00,CDG,S,21/09/2009 12:00
FRAJA,PURGAS,21/09/2009 10:15,CDG,S,21/09/2009 12:15
CSTKM,36+ET,21/09/2009 11:00,LIS,S,21/09/2009 12:15
CSTOF,T1+ET,21/09/2009 11:00,LIS,S,21/09/2009 13:00
CSTON,T1+ET,21/09/2009 11:20,LIS,S,21/09/2009 13:15
CSTOM,T1+ET,21/09/2009 11:20,LIS,S,21/09/2009 14:00
