Voo,Origem,Destino,Tipo_Aviao,Partida,Chegada,Lugares_Executiva,Lugares_Economica,Lugares_Exec_Vendidos,Lugares_Econ_Vendidos
1843,LIS,HOR,320,9/24/2009 8:10,9/24/2009 10:55,14,143,3,85
1615,LIS,FNC,319,9/24/2009 8:15,9/24/2009 10:05,15,113,2,76
872,LIS,VCE,319,9/24/2009 8:30,9/24/2009 11:30,15,113,0,57
352,LIS,LHR,319,9/24/2009 9:00,9/24/2009 11:50,15,113,0,53
1614,FNC,LIS,320,9/24/2009 9:55,9/24/2009 11:30,14,181,13,179
115,OPO,EWR,332,9/24/2009 10:25,9/24/2009 18:30,24,239,7,231
745,BCN,LIS,319,9/24/2009 10:40,9/24/2009 12:40,15,113,15,113
1822,TER,LIS,320,9/24/2009 11:15,9/24/2009 13:30,14,143,0,133
251,LIS,LAD,343,9/24/2009 11:30,9/24/2009 19:10,36,232,13,159
1844,HOR,LIS,320,9/24/2009 11:45,9/24/2009 14:15,14,143,1,88
839,FCO,LIS,319,9/24/2009 12:05,9/24/2009 15:05,15,113,8,194
1627,LIS,FNC,319,9/24/2009 13:00,9/24/2009 14:45,14,143,7,129
1633,LIS,FNC,319,9/24/2009 14:15,9/24/2009 16:05,14,143,3,78
440,LIS,ORY,320,9/24/2009 14:20,9/24/2009 16:50,14,181,11,177
153,LIS,REC,332,9/24/2009 15:00,9/24/2009 22:50,24,244,7,40
121,LIS,CCS,332,9/24/2009 15:10,9/25/2009 0:20,24,244,14,219
1626,FNC,LIS,319,9/24/2009 15:25,9/24/2009 17:00,0,162,0,136
1632,FNC,LIS,319,9/24/2009 16:45,9/24/2009 18:20,0,162,0,125
1827,LIS,TER,320,9/24/2009 17:15,9/24/2009 19:55,14,143,1,86
445,ORY,LIS,320,9/24/2009 17:35,9/24/2009 20:00,14,181,13,178
198,GRU,LIS,343,9/24/2009 19:20,9/25/2009 5:05,36,232,32,108
186,GIG,LIS,332,9/24/2009 19:25,9/25/2009 5:00,24,244,20,134
170,BSB,LIS,332,9/24/2009 19:40,9/25/2009 4:55,24,239,10,132
1684,FNC,LIS,319,9/24/2009 20:00,9/24/2009 21:35,0,132,0,130
1828,TER,LIS,320,9/24/2009 20:45,9/24/2009 22:59,14,143,1,82
185,LIS,GIG,332,9/24/2009 22:20,9/25/2009 8:20,24,239,9,128
114,EWR,OPO,332,9/24/2009 22:30,9/25/2009 5:30,24,239,21,148
152,REC,LIS,332,9/25/2009 2:50,9/25/2009 10:20,24,244,11,171
751,BCN,LIS,319,9/25/2009 4:35,9/25/2009 6:35,8,87,7,72
834,LIS,FCO,321,9/25/2009 6:15,9/25/2009 9:10,14,181,7,84
432,LIS,ORY,321,9/25/2009 6:55,9/25/2009 9:25,14,178,3,161
1843,LIS,HOR,320,9/25/2009 7:00,9/25/2009 9:45,14,143,0,68
1861,LIS,PDL,319,9/25/2009 7:20,9/25/2009 9:50,15,113,1,57
1609,LIS,FNC,319,9/25/2009 7:25,9/25/2009 9:10,14,143,0,89
1615,LIS,FNC,319,9/25/2009 8:15,9/25/2009 10:05,14,143,5,83
558,LIS,MUC,320,9/25/2009 8:30,9/25/2009 11:40,14,143,0,80
287,JNB,LIS,332,9/25/2009 8:40,9/25/2009 19:20,24,244,0,63
837,FCO,LIS,321,9/25/2009 9:55,9/25/2009 12:55,14,181,14,181
1614,FNC,LIS,319,9/25/2009 9:55,9/25/2009 11:30,14,143,3,142
437,ORY,LIS,321,9/25/2009 10:10,9/25/2009 12:35,14,178,14,181
103,LIS,EWR,332,9/25/2009 10:35,9/25/2009 19:05,24,244,14,111
1844,HOR,LIS,320,9/25/2009 10:35,9/25/2009 13:05,14,143,2,92
1860,PDL,LIS,319,9/25/2009 10:40,9/25/2009 12:50,15,113,4,111
251,LIS,LAD,343,9/25/2009 11:30,9/25/2009 19:10,36,232,30,207
660,LIS,AMS,320,9/25/2009 13:20,9/25/2009 16:15,14,181,6,135
686,LIS,LUX,320,9/25/2009 13:20,9/25/2009 16:00,14,181,1,99
1633,LIS,FNC,320,9/25/2009 14:15,9/25/2009 16:05,14,143,14,133
752,LIS,BCN,319,9/25/2009 16:05,9/25/2009 17:55,15,113,0,1
1639,LIS,FNC,320,9/25/2009 16:05,9/25/2009 17:55,14,143,4,16
1632,FNC,LIS,320,9/25/2009 16:45,9/25/2009 18:20,14,143,14,143
1827,LIS,TER,320,9/25/2009 17:15,9/25/2009 19:55,14,143,1,95
1664,FNC,LIS,320,9/25/2009 18:35,9/25/2009 20:10,14,143,14,143
362,LIS,LHR,320,9/25/2009 18:55,9/25/2009 21:45,14,143,9,138
1684,FNC,LIS,319,9/25/2009 20:00,9/25/2009 21:35,0,162,0,102
1739,LIS,PXO,320,9/25/2009 20:20,9/25/2009 22:05,14,143,0,37
1828,TER,LIS,320,9/25/2009 20:45,9/25/2009 22:59,14,143,3,133
104,EWR,LIS,332,9/25/2009 22:00,9/26/2009 5:15,24,244,12,161
1740,PXO,LIS,320,9/25/2009 22:50,9/26/2009 0:20,14,143,0,74
4209,LIS,DKR,320,9/26/2009 0:30,9/26/2009 4:40,14,178,2,55
4197,LIS,GRU,332,9/26/2009 0:45,9/26/2009 10:55,24,244,22,221
4205,LIS,OXB,321,9/26/2009 0:55,9/26/2009 5:20,24,131,4,76
4217,LIS,SID,319,9/26/2009 1:00,9/26/2009 5:05,15,110,2,38
4826,LIS,LIN,319,9/26/2009 1:00,9/26/2009 3:35,15,113,2,103
4175,LIS,BSB,332,9/26/2009 1:05,9/26/2009 10:30,24,244,8,212
4257,LIS,LAD,343,9/26/2009 1:15,9/26/2009 9:00,36,232,17,181
4185,LIS,GIG,343,9/26/2009 1:25,9/26/2009 11:30,36,232,26,228
4215,LIS,RAI,319,9/26/2009 1:30,9/26/2009 5:45,15,110,1,32
210,DKR,LIS,320,9/26/2009 3:00,9/26/2009 6:55,14,178,9,176
2181,OPO,GIG,332,9/26/2009 3:30,9/26/2009 13:55,24,244,13,188
829,LIN,LIS,319,9/26/2009 4:35,9/26/2009 7:25,15,113,6,87
1602,FNC,LIS,319,9/26/2009 5:00,9/26/2009 6:35,15,113,0,104
1951,OPO,LIS,320,9/26/2009 5:05,9/26/2009 6:00,14,143,10,123
1948,LIS,OPO,319,9/26/2009 5:10,9/26/2009 6:05,15,113,0,28
1900,FAO,LIS,319,9/26/2009 5:15,9/26/2009 6:00,15,113,10,107
464,OPO,ORY,319,9/26/2009 6:05,9/26/2009 8:10,15,113,10,100
748,LIS,BCN,320,9/26/2009 6:05,9/26/2009 7:55,0,162,0,158
1572,FNC,OPO,319,9/26/2009 6:05,9/26/2009 8:00,15,113,11,113
200,OXB,LIS,321,9/26/2009 6:15,9/26/2009 10:15,14,140,5,124
834,LIS,FCO,320,9/26/2009 6:15,9/26/2009 9:10,14,143,8,143
424,LIS,CDG,320,9/26/2009 6:20,9/26/2009 8:55,14,143,3,141
1604,FNC,LIS,319,9/26/2009 6:40,9/26/2009 8:15,15,113,0,100
354,LIS,LHR,320,9/26/2009 6:45,9/26/2009 9:35,14,143,9,128
1953,OPO,LIS,319,9/26/2009 6:45,9/26/2009 7:40,15,113,12,112
432,LIS,ORY,321,9/26/2009 6:55,9/26/2009 9:25,14,178,1,142
668,LIS,AMS,321,9/26/2009 6:55,9/26/2009 9:45,14,178,4,147
920,LIS,ZRH,319,9/26/2009 6:55,9/26/2009 9:40,15,113,6,95
604,LIS,BRU,319,9/26/2009 7:00,9/26/2009 9:40,15,113,2,109
806,LIS,MXP,320,9/26/2009 7:00,9/26/2009 9:35,14,143,1,111
1843,LIS,HOR,320,9/26/2009 7:00,9/26/2009 9:45,14,143,0,79
856,LIS,BLQ,320,9/26/2009 7:05,9/26/2009 9:50,14,143,0,123
470,LIS,LYS,319,9/26/2009 7:10,9/26/2009 9:30,15,113,0,63
1952,LIS,OPO,320,9/26/2009 7:10,9/26/2009 8:05,14,143,9,79
1609,LIS,FNC,319,9/26/2009 7:25,9/26/2009 9:10,15,113,5,93
570,LIS,FRA,319,9/26/2009 7:35,9/26/2009 10:40,15,113,5,103
1573,OPO,FNC,319,9/26/2009 7:50,9/26/2009 9:50,15,113,15,108
746,LIS,BCN,319,9/26/2009 8:05,9/26/2009 9:55,15,113,5,84
500,LIS,ARN,320,9/26/2009 8:10,9/26/2009 12:25,14,143,0,66
530,LIS,PRG,320,9/26/2009 8:10,9/26/2009 11:30,14,143,0,99
1615,LIS,FNC,319,9/26/2009 8:15,9/26/2009 10:05,15,113,5,71
1817,LIS,PIX,320,9/26/2009 8:15,9/26/2009 11:10,14,143,0,101
592,LIS,DME,320,9/26/2009 8:20,9/26/2009 13:40,14,143,7,67
504,LIS,CPH,319,9/26/2009 8:25,9/26/2009 12:10,15,113,11,113
506,LIS,OSL,320,9/26/2009 8:25,9/26/2009 12:25,14,143,1,125
838,LIS,FCO,320,9/26/2009 8:25,9/26/2009 11:20,14,143,7,109
558,LIS,MUC,319,9/26/2009 8:30,9/26/2009 11:40,0,132,0,117
560,LIS,HAM,320,9/26/2009 8:30,9/26/2009 11:50,0,162,0,155
872,LIS,VCE,319,9/26/2009 8:30,9/26/2009 11:30,15,113,8,113
434,LIS,ORY,319,9/26/2009 8:40,9/26/2009 11:05,15,113,5,67
749,BCN,LIS,320,9/26/2009 8:40,9/26/2009 10:40,0,162,0,162
451,ORY,OPO,319,9/26/2009 8:55,9/26/2009 11:00,0,132,0,103
352,LIS,LHR,319,9/26/2009 9:00,9/26/2009 11:50,14,143,11,99
426,OPO,CDG,320,9/26/2009 9:00,9/26/2009 11:10,14,143,0,93
916,OPO,ZRH,319,9/26/2009 9:00,9/26/2009 11:35,15,113,13,113
195,OPO,GRU,332,9/26/2009 9:15,9/26/2009 20:05,24,239,22,225
425,CDG,LIS,320,9/26/2009 9:40,9/26/2009 12:20,14,143,11,143
837,FCO,LIS,320,9/26/2009 9:55,9/26/2009 12:55,14,143,6,126
1614,FNC,LIS,319,9/26/2009 9:55,9/26/2009 11:30,15,113,10,113
437,ORY,LIS,321,9/26/2009 10:10,9/26/2009 12:35,14,178,14,180
803,MXP,LIS,320,9/26/2009 10:20,9/26/2009 13:00,14,143,9,143
605,BRU,LIS,319,9/26/2009 10:25,9/26/2009 13:10,15,113,15,112
665,AMS,LIS,321,9/26/2009 10:30,9/26/2009 13:35,14,178,6,180
1574,FNC,OPO,319,9/26/2009 10:30,9/26/2009 12:25,15,113,15,113
103,LIS,EWR,332,9/26/2009 10:35,9/26/2009 19:05,24,239,17,215
857,BLQ,LIS,320,9/26/2009 10:35,9/26/2009 13:35,14,143,5,143
1844,HOR,LIS,320,9/26/2009 10:35,9/26/2009 13:05,14,143,0,122
745,BCN,LIS,319,9/26/2009 10:40,9/26/2009 12:40,15,113,15,112
1621,LIS,FNC,320,9/26/2009 10:40,9/26/2009 12:30,14,143,14,143
348,FNC,LGW,319,9/26/2009 10:45,9/26/2009 14:30,15,113,15,113
714,LIS,MAD,319,9/26/2009 10:50,9/26/2009 12:05,14,181,13,122
435,ORY,LIS,319,9/26/2009 11:50,9/26/2009 14:15,0,132,0,128
427,CDG,OPO,320,9/26/2009 11:55,9/26/2009 14:15,0,162,0,142
1817,PIX,TER,320,9/26/2009 11:55,9/26/2009 12:35,14,143,0,1
839,FCO,LIS,320,9/26/2009 12:05,9/26/2009 15:05,14,143,12,141
438,LIS,ORY,319,9/26/2009 12:15,9/26/2009 14:40,15,113,3,108
873,VCE,LIS,319,9/26/2009 12:15,9/26/2009 15:25,15,113,15,113
715,MAD,LIS,319,9/26/2009 12:50,9/26/2009 14:05,14,181,6,153
1627,LIS,FNC,320,9/26/2009 13:00,9/26/2009 14:45,14,143,10,138
501,ARN,LIS,320,9/26/2009 13:10,9/26/2009 17:35,14,143,5,129
507,OSL,LIS,320,9/26/2009 13:10,9/26/2009 17:20,14,143,13,143
1577,OPO,FNC,319,9/26/2009 13:10,9/26/2009 15:10,15,113,14,110
4726,FNC,MAD,320,9/26/2009 13:10,9/26/2009 15:25,14,143,14,143
576,LIS,FRA,320,9/26/2009 13:15,9/26/2009 16:20,14,143,12,142
660,LIS,AMS,319,9/26/2009 13:20,9/26/2009 16:15,15,113,15,113
842,LIS,FCO,319,9/26/2009 13:20,9/26/2009 16:15,15,113,15,113
1817,TER,LIS,320,9/26/2009 13:25,9/26/2009 15:40,14,143,4,54
742,LIS,BCN,319,9/26/2009 13:30,9/26/2009 15:20,0,132,0,119
356,LIS,LHR,321,9/26/2009 13:35,9/26/2009 16:25,14,178,24,169
926,LIS,ZRH,320,9/26/2009 13:40,9/26/2009 16:30,14,143,9,144
804,LIS,MXP,320,9/26/2009 13:50,9/26/2009 16:30,14,143,1,97
1645,LIS,FNC,320,9/26/2009 13:50,9/26/2009 15:40,14,143,4,69
165,LIS,FOR,332,9/26/2009 14:00,9/26/2009 21:30,24,239,24,210
614,LIS,BRU,319,9/26/2009 14:00,9/26/2009 16:45,15,113,8,112
1633,LIS,FNC,319,9/26/2009 14:15,9/26/2009 16:05,15,113,4,84
440,LIS,ORY,321,9/26/2009 14:20,9/26/2009 16:50,14,178,14,175
538,LIS,BUD,321,9/26/2009 14:20,9/26/2009 18:00,14,178,1,147
944,LIS,GVA,320,9/26/2009 14:20,9/26/2009 16:50,14,143,14,143
141,LIS,CNF,332,9/26/2009 14:40,9/27/2009 0:20,24,244,15,223
145,LIS,NAT,332,9/26/2009 14:45,9/26/2009 22:15,24,244,6,131
1913,LIS,FAO,320,9/26/2009 14:50,9/26/2009 15:35,14,143,4,102
153,LIS,REC,332,9/26/2009 15:00,9/26/2009 22:50,24,239,14,200
386,OPO,LHR,320,9/26/2009 15:05,9/26/2009 17:30,14,143,1,122
121,LIS,CCS,332,9/26/2009 15:10,9/27/2009 0:20,24,244,10,174
349,LGW,FNC,319,9/26/2009 15:20,9/26/2009 19:15,15,113,14,113
439,ORY,LIS,319,9/26/2009 15:25,9/26/2009 17:50,15,113,6,96
1626,FNC,LIS,320,9/26/2009 15:25,9/26/2009 17:00,14,143,14,144
1972,LIS,OPO,319,9/26/2009 15:30,9/26/2009 16:25,15,113,14,46
468,OPO,ORY,319,9/26/2009 15:40,9/26/2009 17:50,0,132,0,126
1580,FNC,OPO,319,9/26/2009 15:50,9/26/2009 17:45,0,132,0,132
743,BCN,LIS,319,9/26/2009 16:05,9/26/2009 18:05,15,113,5,106
752,LIS,BCN,319,9/26/2009 16:05,9/26/2009 17:55,15,113,1,93
4727,MAD,FNC,320,9/26/2009 16:10,9/26/2009 18:25,14,143,0,41
502,LIS,CPH,319,9/26/2009 16:15,9/26/2009 20:00,15,113,6,109
1912,FAO,LIS,320,9/26/2009 16:15,9/26/2009 17:00,0,162,0,162
1646,FNC,LIS,320,9/26/2009 16:20,9/26/2009 17:55,0,162,0,162
1632,FNC,LIS,319,9/26/2009 16:45,9/26/2009 18:20,15,113,14,113
1978,LIS,OPO,319,9/26/2009 16:55,9/26/2009 17:50,15,113,9,81
661,AMS,LIS,319,9/26/2009 17:00,9/26/2009 20:00,15,113,4,113
843,FCO,LIS,319,9/26/2009 17:00,9/26/2009 20:00,15,113,14,113
1977,OPO,LIS,319,9/26/2009 17:05,9/26/2009 18:00,15,113,8,33
261,LIS,MPM,343,9/26/2009 17:10,9/27/2009 3:55,36,232,27,163
805,MXP,LIS,320,9/26/2009 17:15,9/26/2009 20:00,14,143,8,131
1827,LIS,TER,319,9/26/2009 17:15,9/26/2009 19:55,15,113,2,111
615,BRU,LIS,319,9/26/2009 17:30,9/26/2009 20:10,15,113,13,108
445,ORY,LIS,321,9/26/2009 17:35,9/26/2009 20:00,14,178,4,103
448,LIS,ORY,320,9/26/2009 17:45,9/26/2009 20:15,0,162,0,155
566,LIS,HAM,319,9/26/2009 17:45,9/26/2009 21:00,15,113,15,113
928,LIS,ZRH,319,9/26/2009 18:00,9/26/2009 20:50,15,113,15,113
552,LIS,MUC,320,9/26/2009 18:05,9/26/2009 21:15,14,143,14,143
578,LIS,FRA,320,9/26/2009 18:10,9/26/2009 21:15,0,162,0,162
452,OPO,ORY,319,9/26/2009 18:30,9/26/2009 20:40,15,113,2,112
4182,GIG,OPO,332,9/26/2009 18:30,9/27/2009 4:25,24,244,9,146
457,ORY,OPO,319,9/26/2009 18:35,9/26/2009 20:40,0,132,0,82
741,BCN,LIS,319,9/26/2009 18:40,9/26/2009 20:40,15,113,2,100
618,LIS,BRU,319,9/26/2009 18:45,9/26/2009 21:30,15,113,1,81
740,LIS,BCN,319,9/26/2009 19:05,9/26/2009 20:55,15,113,1,95
1668,FNC,LIS,320,9/26/2009 19:05,9/26/2009 20:40,14,143,3,141
198,GRU,LIS,332,9/26/2009 19:20,9/27/2009 5:05,24,244,24,244
186,GIG,LIS,343,9/26/2009 19:25,9/27/2009 5:00,36,232,36,225
170,BSB,LIS,332,9/26/2009 19:40,9/27/2009 4:55,24,244,18,244
1684,FNC,LIS,319,9/26/2009 20:00,9/26/2009 21:35,0,132,0,129
1983,OPO,LIS,319,9/26/2009 20:05,9/26/2009 21:00,15,113,0,4
1828,TER,LIS,319,9/26/2009 20:45,9/26/2009 22:59,15,113,6,69
1982,LIS,OPO,319,9/26/2009 20:45,9/26/2009 21:40,15,113,2,97
215,LIS,RAI,320,9/26/2009 21:10,9/27/2009 1:20,14,143,3,125
217,LIS,SID,319,9/26/2009 21:10,9/27/2009 1:15,14,140,4,94
257,LIS,LAD,343,9/26/2009 21:10,9/27/2009 4:50,36,232,20,205
516,LIS,HEL,319,9/26/2009 21:20,9/27/2009 2:00,0,132,0,113
1581,OPO,FNC,319,9/26/2009 21:25,9/26/2009 23:25,15,113,15,113
1917,LIS,FAO,320,9/26/2009 21:25,9/26/2009 22:10,14,143,3,104
192,GRU,OPO,332,9/26/2009 21:35,9/27/2009 7:45,24,239,19,238
1693,LIS,FNC,320,9/26/2009 21:35,9/26/2009 23:25,14,143,14,143
209,LIS,DKR,320,9/26/2009 21:40,9/27/2009 1:50,14,178,3,158
3970,FNC,OPO,319,9/26/2009 21:40,9/26/2009 23:20,0,132,0,27
104,EWR,LIS,332,9/26/2009 22:00,9/27/2009 5:15,24,239,24,191
185,LIS,GIG,332,9/26/2009 22:20,9/27/2009 8:20,24,239,23,239
197,LIS,GRU,343,9/26/2009 22:25,9/27/2009 8:25,36,232,35,232
146,NAT,LIS,332,9/26/2009 23:45,9/27/2009 7:00,24,244,12,240
140,CNF,LIS,332,9/27/2009 1:50,9/27/2009 11:05,24,244,22,223
210,DKR,LIS,320,9/27/2009 3:00,9/27/2009 6:55,14,178,2,152
751,BCN,LIS,319,9/27/2009 4:35,9/27/2009 6:35,15,113,2,51
459,ORY,OPO,319,9/27/2009 5:00,9/27/2009 7:05,15,113,1,44
1602,FNC,LIS,320,9/27/2009 5:00,9/27/2009 6:35,14,143,7,143
1951,OPO,LIS,320,9/27/2009 5:05,9/27/2009 6:00,14,143,0,76
611,BRU,LIS,319,9/27/2009 5:10,9/27/2009 7:45,15,113,0,82
1948,LIS,OPO,319,9/27/2009 5:10,9/27/2009 6:05,15,113,2,15
1900,FAO,LIS,320,9/27/2009 5:15,9/27/2009 6:00,14,143,9,141
441,ORY,LIS,320,9/27/2009 5:20,9/27/2009 7:45,14,143,1,69
262,MPM,LIS,343,9/27/2009 5:25,9/27/2009 16:20,36,232,32,149
864,LIS,ZAG,319,9/27/2009 5:35,9/27/2009 8:40,0,132,0,128
464,OPO,ORY,319,9/27/2009 6:05,9/27/2009 8:10,15,113,1,105
1572,FNC,OPO,319,9/27/2009 6:05,9/27/2009 8:00,15,113,2,108
834,LIS,FCO,320,9/27/2009 6:15,9/27/2009 9:10,14,143,3,137
424,LIS,CDG,319,9/27/2009 6:20,9/27/2009 8:55,15,113,2,102
354,LIS,LHR,321,9/27/2009 6:45,9/27/2009 9:35,14,178,4,160
1953,OPO,LIS,319,9/27/2009 6:45,9/27/2009 7:40,15,113,6,103
432,LIS,ORY,320,9/27/2009 6:55,9/27/2009 9:25,14,143,3,127
668,LIS,AMS,319,9/27/2009 6:55,9/27/2009 9:45,15,113,4,103
920,LIS,ZRH,320,9/27/2009 6:55,9/27/2009 9:40,14,143,2,136
604,LIS,BRU,319,9/27/2009 7:00,9/27/2009 9:40,15,113,8,112
806,LIS,MXP,320,9/27/2009 7:00,9/27/2009 9:35,14,143,6,123
1843,LIS,HOR,320,9/27/2009 7:00,9/27/2009 9:45,14,143,0,111
856,LIS,BLQ,321,9/27/2009 7:05,9/27/2009 9:50,0,200,0,171
1952,LIS,OPO,320,9/27/2009 7:10,9/27/2009 8:05,14,143,7,49
1861,LIS,PDL,320,9/27/2009 7:20,9/27/2009 9:50,14,143,1,44
946,LIS,GVA,319,9/27/2009 7:25,9/27/2009 9:50,15,113,13,98
1609,LIS,FNC,319,9/27/2009 7:25,9/27/2009 9:10,15,113,0,77
570,LIS,FRA,320,9/27/2009 7:35,9/27/2009 10:40,14,143,4,134
1573,OPO,FNC,319,9/27/2009 7:50,9/27/2009 9:50,15,113,0,74
500,LIS,ARN,320,9/27/2009 8:05,9/27/2009 12:25,14,143,11,141
712,LIS,MAD,319,9/27/2009 8:05,9/27/2009 9:20,15,113,8,75
746,LIS,BCN,319,9/27/2009 8:05,9/27/2009 9:55,15,113,3,99
530,LIS,PRG,320,9/27/2009 8:10,9/27/2009 11:30,14,143,5,142
1615,LIS,FNC,319,9/27/2009 8:15,9/27/2009 10:05,14,181,2,86
582,LIS,WAW,320,9/27/2009 8:20,9/27/2009 12:10,14,143,1,129
504,LIS,CPH,319,9/27/2009 8:25,9/27/2009 12:10,15,113,5,110
506,LIS,OSL,320,9/27/2009 8:25,9/27/2009 12:25,14,143,7,141
838,LIS,FCO,320,9/27/2009 8:25,9/27/2009 11:20,14,143,6,134
558,LIS,MUC,319,9/27/2009 8:30,9/27/2009 11:40,15,113,1,100
560,LIS,HAM,320,9/27/2009 8:30,9/27/2009 11:50,0,162,0,157
872,LIS,VCE,319,9/27/2009 8:30,9/27/2009 11:30,15,113,11,104
434,LIS,ORY,319,9/27/2009 8:35,9/27/2009 11:05,15,113,4,99
1907,LIS,FAO,320,9/27/2009 8:35,9/27/2009 9:20,14,143,0,99
938,OPO,GVA,320,9/27/2009 8:50,9/27/2009 11:10,14,143,1,134
451,ORY,OPO,319,9/27/2009 8:55,9/27/2009 11:00,15,113,0,57
352,LIS,LHR,321,9/27/2009 9:00,9/27/2009 11:50,14,143,14,143
916,OPO,ZRH,319,9/27/2009 9:00,9/27/2009 11:35,15,113,1,98
425,CDG,LIS,319,9/27/2009 9:40,9/27/2009 12:20,15,113,5,66
183,OPO,GIG,332,9/27/2009 9:50,9/27/2009 20:15,24,244,24,243
837,FCO,LIS,320,9/27/2009 9:55,9/27/2009 12:55,14,143,10,143
1614,FNC,LIS,319,9/27/2009 9:55,9/27/2009 11:30,15,113,6,113
132,FNC,LIS,332,9/27/2009 10:00,9/27/2009 11:40,24,244,12,215
1908,FAO,LIS,320,9/27/2009 10:00,9/27/2009 10:45,14,143,3,122
4191,LIS,GRU,332,9/27/2009 10:00,9/27/2009 20:00,24,244,24,244
437,ORY,LIS,320,9/27/2009 10:10,9/27/2009 12:35,14,143,2,92
803,MXP,LIS,320,9/27/2009 10:20,9/27/2009 13:00,14,143,10,132
605,BRU,LIS,319,9/27/2009 10:25,9/27/2009 13:10,15,113,1,80
665,AMS,LIS,319,9/27/2009 10:30,9/27/2009 13:35,15,113,2,94
1574,FNC,OPO,319,9/27/2009 10:30,9/27/2009 12:25,15,113,7,113
103,LIS,EWR,332,9/27/2009 10:35,9/27/2009 19:05,24,239,24,239
857,BLQ,LIS,321,9/27/2009 10:35,9/27/2009 13:35,14,178,1,102
1844,HOR,LIS,320,9/27/2009 10:35,9/27/2009 13:05,14,143,4,143
745,BCN,LIS,319,9/27/2009 10:40,9/27/2009 12:40,15,113,1,77
1860,PDL,LIS,320,9/27/2009 10:40,9/27/2009 12:50,14,143,5,127
348,FNC,LGW,319,9/27/2009 10:45,9/27/2009 14:30,24,166,17,155
714,LIS,MAD,319,9/27/2009 10:50,9/27/2009 12:05,15,113,10,113
713,MAD,LIS,319,9/27/2009 11:00,9/27/2009 12:15,15,113,4,67
251,LIS,LAD,343,9/27/2009 11:30,9/27/2009 19:10,36,232,31,228
360,LIS,LHR,320,9/27/2009 11:40,9/27/2009 14:30,14,143,12,143
1963,OPO,LIS,319,9/27/2009 11:40,9/27/2009 12:35,15,113,12,81
435,ORY,LIS,319,9/27/2009 11:50,9/27/2009 14:15,15,113,0,58
839,FCO,LIS,320,9/27/2009 12:05,9/27/2009 15:05,14,143,2,127
438,LIS,ORY,319,9/27/2009 12:15,9/27/2009 14:40,15,113,15,110
873,VCE,LIS,319,9/27/2009 12:15,9/27/2009 15:25,15,113,12,113
715,MAD,LIS,319,9/27/2009 12:50,9/27/2009 14:05,15,113,4,56
1627,LIS,FNC,319,9/27/2009 13:00,9/27/2009 14:45,15,113,2,106
501,ARN,LIS,320,9/27/2009 13:10,9/27/2009 17:35,14,143,4,71
507,OSL,LIS,320,9/27/2009 13:10,9/27/2009 17:20,14,143,14,143
1577,OPO,FNC,319,9/27/2009 13:10,9/27/2009 15:10,15,113,3,100
576,LIS,FRA,319,9/27/2009 13:15,9/27/2009 16:20,15,113,15,111
660,LIS,AMS,320,9/27/2009 13:20,9/27/2009 16:15,14,143,14,142
686,LIS,LUX,319,9/27/2009 13:20,9/27/2009 16:00,0,132,0,128
842,LIS,FCO,320,9/27/2009 13:20,9/27/2009 16:15,14,181,8,154
131,LIS,FNC,332,9/27/2009 13:25,9/27/2009 15:20,24,244,1,125
742,LIS,BCN,319,9/27/2009 13:30,9/27/2009 15:20,15,113,15,113
356,LIS,LHR,319,9/27/2009 13:35,9/27/2009 16:25,14,143,13,143
926,LIS,ZRH,320,9/27/2009 13:40,9/27/2009 16:30,14,143,4,99
804,LIS,MXP,320,9/27/2009 13:50,9/27/2009 16:30,14,143,14,143
1970,LIS,OPO,319,9/27/2009 13:50,9/27/2009 14:45,15,113,8,105
165,LIS,FOR,332,9/27/2009 14:00,9/27/2009 21:30,24,239,24,239
614,LIS,BRU,320,9/27/2009 14:00,9/27/2009 16:45,14,143,14,142
1633,LIS,FNC,319,9/27/2009 14:15,9/27/2009 16:05,15,113,0,98
440,LIS,ORY,321,9/27/2009 14:20,9/27/2009 16:50,14,178,14,172
538,LIS,BUD,320,9/27/2009 14:20,9/27/2009 18:00,0,162,0,148
944,LIS,GVA,319,9/27/2009 14:20,9/27/2009 16:50,15,113,15,113
1913,LIS,FAO,319,9/27/2009 14:50,9/27/2009 15:35,15,113,1,85
153,LIS,REC,332,9/27/2009 15:00,9/27/2009 22:50,24,239,24,239
718,LIS,MAD,319,9/27/2009 15:00,9/27/2009 16:15,15,113,8,111
157,LIS,SSA,332,9/27/2009 15:05,9/27/2009 23:50,24,244,24,244
386,OPO,LHR,320,9/27/2009 15:05,9/27/2009 17:30,14,143,3,141
349,LGW,FNC,319,9/27/2009 15:20,9/27/2009 19:15,14,181,7,106
439,ORY,LIS,319,9/27/2009 15:25,9/27/2009 17:50,15,113,2,68
1626,FNC,LIS,319,9/27/2009 15:25,9/27/2009 17:00,15,113,11,113
1972,LIS,OPO,320,9/27/2009 15:30,9/27/2009 16:25,15,113,1,64
468,OPO,ORY,319,9/27/2009 15:40,9/27/2009 17:50,15,113,2,112
1580,FNC,OPO,319,9/27/2009 15:50,9/27/2009 17:45,15,113,0,94
1975,OPO,LIS,319,9/27/2009 15:55,9/27/2009 16:50,15,113,8,87
743,BCN,LIS,319,9/27/2009 16:05,9/27/2009 18:05,15,113,0,72
752,LIS,BCN,320,9/27/2009 16:05,9/27/2009 17:55,14,143,14,144
