Voo,Origem,Destino,Tipo_Aviao,Partida,Chegada,Lugares_Executiva,Lugares_Economica,Lugares_Exec_Vendidos,Lugares_Econ_Vendidos
217,LIS,SID,319,9/21/2009 21:10,9/22/2009 1:15,15,110,4,89
257,LIS,LAD,343,9/21/2009 21:10,9/22/2009 4:50,36,232,36,204
1581,OPO,FNC,319,9/21/2009 21:25,9/21/2009 23:25,15,113,0,77
1917,LIS,FAO,319,9/21/2009 21:25,9/21/2009 22:10,15,113,1,59
1693,LIS,FNC,319,9/21/2009 21:35,9/21/2009 23:25,15,113,0,77
185,LIS,GIG,332,9/21/2009 22:20,9/22/2009 8:20,24,244,23,229
197,LIS,GRU,343,9/21/2009 22:25,9/22/2009 8:25,36,232,35,225
4173,LIS,BSB,332,9/21/2009 22:30,9/22/2009 8:10,24,239,14,192
1740,PXO,LIS,319,9/21/2009 22:50,9/22/2009 0:20,15,113,0,71
164,FOR,LIS,332,9/21/2009 23:00,9/22/2009 6:00,24,239,7,223
114,EWR,OPO,332,9/22/2009 0:05,9/22/2009 7:15,24,239,9,160
188,GIG,LIS,332,9/22/2009 1:20,9/22/2009 11:00,24,244,10,182
140,CNF,LIS,332,9/22/2009 1:50,9/22/2009 11:05,24,239,9,207
4130,CCS,LIS,332,9/22/2009 1:50,9/22/2009 10:05,24,244,6,78
210,DKR,LIS,320,9/22/2009 2:10,9/22/2009 6:05,14,140,3,91
158,SSA,LIS,332,9/22/2009 2:45,9/22/2009 11:00,24,239,11,163
751,BCN,LIS,319,9/22/2009 4:35,9/22/2009 6:35,15,113,0,52
459,ORY,OPO,319,9/22/2009 5:00,9/22/2009 7:05,15,113,3,113
1602,FNC,LIS,319,9/22/2009 5:00,9/22/2009 6:35,15,113,0,78
1951,OPO,LIS,320,9/22/2009 5:05,9/22/2009 6:00,14,143,2,77
611,BRU,LIS,319,9/22/2009 5:10,9/22/2009 7:45,15,113,0,62
1900,FAO,LIS,319,9/22/2009 5:15,9/22/2009 6:00,15,113,1,81
441,ORY,LIS,320,9/22/2009 5:20,9/22/2009 7:45,14,143,2,87
287,MPM,JNB,332,9/22/2009 5:30,9/22/2009 6:35,24,244,6,63
464,OPO,ORY,319,9/22/2009 6:05,9/22/2009 8:10,15,113,0,49
710,LIS,MAD,319,9/22/2009 6:05,9/22/2009 7:20,15,113,4,96
711,MAD,LIS,319,9/22/2009 6:05,9/22/2009 7:20,15,113,4,51
748,LIS,BCN,319,9/22/2009 6:05,9/22/2009 7:55,15,113,2,96
1572,FNC,OPO,319,9/22/2009 6:05,9/22/2009 8:00,15,113,2,76
834,LIS,FCO,320,9/22/2009 6:15,9/22/2009 9:10,14,143,1,105
424,LIS,CDG,320,9/22/2009 6:20,9/22/2009 8:55,14,143,3,84
1604,FNC,LIS,319,9/22/2009 6:40,9/22/2009 8:15,15,113,0,84
354,LIS,LHR,320,9/22/2009 6:45,9/22/2009 9:35,14,143,6,116
668,LIS,AMS,320,9/22/2009 6:55,9/22/2009 9:45,14,143,0,122
920,LIS,ZRH,319,9/22/2009 6:55,9/22/2009 9:40,15,113,4,82
604,LIS,BRU,319,9/22/2009 7:00,9/22/2009 9:40,15,113,4,98
806,LIS,MXP,319,9/22/2009 7:00,9/22/2009 9:35,15,113,1,84
856,LIS,BLQ,320,9/22/2009 7:05,9/22/2009 9:50,14,143,0,127
1821,LIS,TER,320,9/22/2009 7:05,9/22/2009 9:45,14,143,1,99
1861,LIS,PDL,321,9/22/2009 7:05,9/22/2009 9:35,14,178,2,100
1952,LIS,OPO,320,9/22/2009 7:10,9/22/2009 8:05,14,143,13,102
432,LIS,ORY,321,9/22/2009 7:20,9/22/2009 9:50,14,178,4,155
946,LIS,GVA,319,9/22/2009 7:25,9/22/2009 9:50,15,113,2,65
1609,LIS,FNC,319,9/22/2009 7:25,9/22/2009 9:10,15,113,1,95
570,LIS,FRA,320,9/22/2009 7:35,9/22/2009 10:40,14,143,9,119
1573,OPO,FNC,319,9/22/2009 7:50,9/22/2009 9:50,15,113,0,109
287,JNB,LIS,332,9/22/2009 8:05,9/22/2009 18:45,24,244,9,69
500,LIS,ARN,320,9/22/2009 8:05,9/22/2009 12:25,14,143,5,77
712,LIS,MAD,319,9/22/2009 8:05,9/22/2009 9:20,15,113,1,54
725,MAD,LIS,319,9/22/2009 8:05,9/22/2009 9:20,15,113,1,38
1615,LIS,FNC,319,9/22/2009 8:15,9/22/2009 10:05,15,113,3,105
582,LIS,WAW,320,9/22/2009 8:20,9/22/2009 12:10,14,143,13,129
504,LIS,CPH,320,9/22/2009 8:25,9/22/2009 12:10,14,143,1,138
506,LIS,OSL,320,9/22/2009 8:25,9/22/2009 12:25,14,143,0,110
838,LIS,FCO,320,9/22/2009 8:25,9/22/2009 11:20,14,143,3,141
558,LIS,MUC,320,9/22/2009 8:30,9/22/2009 11:40,14,143,9,132
872,LIS,VCE,319,9/22/2009 8:30,9/22/2009 11:30,15,113,5,93
4526,LIS,BUD,320,9/22/2009 8:30,9/22/2009 12:10,14,143,3,100
1907,LIS,FAO,320,9/22/2009 8:35,9/22/2009 9:20,14,143,2,48
749,BCN,LIS,319,9/22/2009 8:40,9/22/2009 10:40,15,113,1,89
938,OPO,GVA,320,9/22/2009 8:50,9/22/2009 11:10,14,143,1,84
451,ORY,OPO,319,9/22/2009 8:55,9/22/2009 11:00,15,113,4,83
352,LIS,LHR,319,9/22/2009 9:00,9/22/2009 11:50,15,113,7,96
916,OPO,ZRH,319,9/22/2009 9:00,9/22/2009 11:35,15,113,2,78
195,OPO,GRU,332,9/22/2009 9:15,9/22/2009 20:05,24,239,11,228
425,CDG,LIS,320,9/22/2009 9:40,9/22/2009 12:20,14,143,7,78
837,FCO,LIS,320,9/22/2009 9:55,9/22/2009 12:55,14,143,4,119
1614,FNC,LIS,319,9/22/2009 9:55,9/22/2009 11:30,15,113,8,113
1908,FAO,LIS,320,9/22/2009 10:00,9/22/2009 10:45,14,143,2,99
803,MXP,LIS,319,9/22/2009 10:20,9/22/2009 13:00,15,113,4,108
605,BRU,LIS,319,9/22/2009 10:25,9/22/2009 13:10,15,113,2,69
1860,PDL,LIS,321,9/22/2009 10:25,9/22/2009 12:30,14,178,4,160
665,AMS,LIS,320,9/22/2009 10:30,9/22/2009 13:35,14,143,3,84
1574,FNC,OPO,319,9/22/2009 10:30,9/22/2009 12:25,15,113,0,90
103,LIS,EWR,332,9/22/2009 10:35,9/22/2009 19:05,24,244,20,202
437,ORY,LIS,321,9/22/2009 10:35,9/22/2009 13:00,14,178,11,131
857,BLQ,LIS,320,9/22/2009 10:35,9/22/2009 13:35,14,143,3,91
1822,TER,LIS,320,9/22/2009 10:35,9/22/2009 12:50,14,143,10,98
348,FNC,LGW,319,9/22/2009 10:45,9/22/2009 14:30,15,113,10,97
714,LIS,MAD,319,9/22/2009 10:50,9/22/2009 12:05,15,113,3,76
713,MAD,LIS,319,9/22/2009 11:00,9/22/2009 12:15,15,113,1,96
1963,OPO,LIS,319,9/22/2009 11:40,9/22/2009 12:35,15,113,14,81
839,FCO,LIS,320,9/22/2009 12:05,9/22/2009 15:05,14,143,3,142
438,LIS,ORY,319,9/22/2009 12:15,9/22/2009 14:40,15,113,15,112
873,VCE,LIS,319,9/22/2009 12:15,9/22/2009 15:25,15,113,4,78
715,MAD,LIS,319,9/22/2009 12:50,9/22/2009 14:05,15,113,0,48
1627,LIS,FNC,320,9/22/2009 13:00,9/22/2009 14:45,14,143,3,121
501,ARN,LIS,320,9/22/2009 13:10,9/22/2009 17:35,14,143,5,91
507,OSL,LIS,320,9/22/2009 13:10,9/22/2009 17:20,14,143,3,119
1577,OPO,FNC,319,9/22/2009 13:10,9/22/2009 15:10,15,113,2,90
576,LIS,FRA,319,9/22/2009 13:15,9/22/2009 16:20,15,113,8,107
660,LIS,AMS,321,9/22/2009 13:20,9/22/2009 16:15,14,178,4,164
842,LIS,FCO,321,9/22/2009 13:20,9/22/2009 16:15,14,181,9,180
742,LIS,BCN,319,9/22/2009 13:30,9/22/2009 15:20,15,113,9,80
356,LIS,LHR,320,9/22/2009 13:35,9/22/2009 16:25,14,143,14,136
926,LIS,ZRH,319,9/22/2009 13:40,9/22/2009 16:30,15,113,5,100
804,LIS,MXP,320,9/22/2009 13:50,9/22/2009 16:30,14,143,5,102
165,LIS,FOR,332,9/22/2009 14:00,9/22/2009 21:30,24,239,8,193
614,LIS,BRU,319,9/22/2009 14:00,9/22/2009 16:45,15,113,7,107
1633,LIS,FNC,319,9/22/2009 14:15,9/22/2009 16:05,15,113,0,97
440,LIS,ORY,320,9/22/2009 14:20,9/22/2009 16:50,14,143,14,141
484,LIS,NCE,319,9/22/2009 14:20,9/22/2009 16:45,15,113,3,70
944,LIS,GVA,319,9/22/2009 14:20,9/22/2009 16:50,15,113,9,92
141,LIS,CNF,332,9/22/2009 14:40,9/23/2009 0:20,24,244,7,142
145,LIS,NAT,332,9/22/2009 14:45,9/22/2009 22:15,24,244,9,158
1913,LIS,FAO,319,9/22/2009 14:50,9/22/2009 15:35,15,113,5,57
153,LIS,REC,332,9/22/2009 15:00,9/22/2009 22:50,24,239,12,137
718,LIS,MAD,319,9/22/2009 15:00,9/22/2009 16:15,15,113,1,83
157,LIS,SSA,332,9/22/2009 15:05,9/22/2009 23:50,24,239,4,140
386,OPO,LHR,320,9/22/2009 15:05,9/22/2009 17:30,14,143,0,129
349,LGW,FNC,319,9/22/2009 15:20,9/22/2009 19:15,15,113,4,102
439,ORY,LIS,319,9/22/2009 15:25,9/22/2009 17:50,15,113,3,75
1626,FNC,LIS,320,9/22/2009 15:25,9/22/2009 17:00,14,143,0,114
1972,LIS,OPO,320,9/22/2009 15:30,9/22/2009 16:25,14,143,5,86
468,OPO,ORY,319,9/22/2009 15:40,9/22/2009 17:50,15,113,0,94
1580,FNC,OPO,319,9/22/2009 15:50,9/22/2009 17:45,15,113,3,112
743,BCN,LIS,319,9/22/2009 16:05,9/22/2009 18:05,15,113,7,93
752,LIS,BCN,320,9/22/2009 16:05,9/22/2009 17:55,14,143,4,120
1639,LIS,FNC,320,9/22/2009 16:05,9/22/2009 17:55,14,143,6,107
1912,FAO,LIS,319,9/22/2009 16:15,9/22/2009 17:00,15,113,0,50
720,LIS,MAD,319,9/22/2009 16:40,9/22/2009 17:55,15,113,5,43
1632,FNC,LIS,319,9/22/2009 16:45,9/22/2009 18:20,15,113,4,96
661,AMS,LIS,321,9/22/2009 17:00,9/22/2009 20:00,14,178,1,99
719,MAD,LIS,319,9/22/2009 17:00,9/22/2009 18:15,15,113,8,96
843,FCO,LIS,321,9/22/2009 17:00,9/22/2009 20:00,14,181,10,166
283,LIS,JNB,343,9/22/2009 17:05,9/23/2009 3:35,36,232,17,123
1977,OPO,LIS,320,9/22/2009 17:05,9/22/2009 18:00,14,143,3,56
805,MXP,LIS,320,9/22/2009 17:15,9/22/2009 20:00,14,143,5,107
1827,LIS,TER,320,9/22/2009 17:15,9/22/2009 19:55,14,143,0,107
615,BRU,LIS,319,9/22/2009 17:30,9/22/2009 20:10,15,113,5,103
358,LIS,LHR,320,9/22/2009 17:35,9/22/2009 20:25,14,143,5,119
445,ORY,LIS,320,9/22/2009 17:35,9/22/2009 20:00,14,143,3,127
448,LIS,ORY,319,9/22/2009 17:45,9/22/2009 20:15,15,113,1,106
566,LIS,HAM,319,9/22/2009 17:45,9/22/2009 21:00,15,113,0,108
457,ORY,OPO,319,9/22/2009 18:35,9/22/2009 20:40,15,113,5,69
1664,FNC,LIS,320,9/22/2009 18:35,9/22/2009 20:10,14,143,4,99
721,MAD,LIS,319,9/22/2009 18:40,9/22/2009 19:55,15,113,7,61
741,BCN,LIS,320,9/22/2009 18:40,9/22/2009 20:40,14,143,6,97
618,LIS,BRU,319,9/22/2009 18:45,9/22/2009 21:30,15,113,2,100
1915,LIS,FAO,319,9/22/2009 18:45,9/22/2009 19:30,15,113,0,29
362,LIS,LHR,320,9/22/2009 18:55,9/22/2009 21:45,14,143,0,117
724,LIS,MAD,319,9/22/2009 19:05,9/22/2009 20:20,15,113,2,63
740,LIS,BCN,319,9/22/2009 19:05,9/22/2009 20:55,15,113,2,86
198,GRU,LIS,343,9/22/2009 19:20,9/23/2009 5:05,36,232,29,206
186,GIG,LIS,332,9/22/2009 19:25,9/23/2009 5:00,24,244,24,217
1684,FNC,LIS,319,9/22/2009 20:00,9/22/2009 21:35,15,113,1,63
1916,FAO,LIS,319,9/22/2009 20:10,9/22/2009 20:55,15,113,0,10
1685,LIS,FNC,320,9/22/2009 20:45,9/22/2009 22:35,14,143,1,124
1828,TER,LIS,320,9/22/2009 20:45,9/22/2009 22:59,14,143,1,78
1982,LIS,OPO,319,9/22/2009 20:45,9/22/2009 21:40,15,113,1,69
209,LIS,DKR,319,9/22/2009 21:00,9/23/2009 1:10,15,110,3,66
257,LIS,LAD,343,9/22/2009 21:10,9/23/2009 4:50,36,232,36,206
1581,OPO,FNC,319,9/22/2009 21:25,9/22/2009 23:25,15,113,1,71
1917,LIS,FAO,319,9/22/2009 21:25,9/22/2009 22:10,15,113,1,45
192,GRU,OPO,332,9/22/2009 21:35,9/23/2009 7:45,24,239,7,213
104,EWR,LIS,332,9/22/2009 22:00,9/23/2009 5:15,24,244,12,154
185,LIS,GIG,332,9/22/2009 22:20,9/23/2009 8:20,24,244,23,232
197,LIS,GRU,343,9/22/2009 22:25,9/23/2009 8:25,36,232,31,203
4173,LIS,BSB,332,9/22/2009 22:30,9/23/2009 8:10,24,239,15,189
164,FOR,LIS,332,9/22/2009 23:00,9/23/2009 6:00,24,239,13,225
146,NAT,LIS,332,9/22/2009 23:45,9/23/2009 7:00,24,244,8,168
140,CNF,LIS,332,9/23/2009 1:50,9/23/2009 11:05,24,244,9,203
210,DKR,LIS,319,9/23/2009 2:10,9/23/2009 6:05,15,110,1,61
158,SSA,LIS,332,9/23/2009 2:45,9/23/2009 11:00,24,239,12,119
152,REC,LIS,332,9/23/2009 2:50,9/23/2009 10:20,24,239,12,196
751,BCN,LIS,319,9/23/2009 4:35,9/23/2009 6:35,15,113,1,60
283,JNB,MPM,343,9/23/2009 5:05,9/23/2009 6:20,36,232,2,0
1951,OPO,LIS,320,9/23/2009 5:05,9/23/2009 6:00,14,143,4,109
611,BRU,LIS,319,9/23/2009 5:10,9/23/2009 7:45,15,113,0,68
1900,FAO,LIS,319,9/23/2009 5:15,9/23/2009 6:00,15,113,8,111
441,ORY,LIS,319,9/23/2009 5:20,9/23/2009 7:45,15,113,0,68
464,OPO,ORY,319,9/23/2009 6:05,9/23/2009 8:10,15,113,1,56
710,LIS,MAD,319,9/23/2009 6:05,9/23/2009 7:20,15,113,2,79
711,MAD,LIS,319,9/23/2009 6:05,9/23/2009 7:20,15,113,4,47
748,LIS,BCN,320,9/23/2009 6:05,9/23/2009 7:55,14,143,1,81
1572,FNC,OPO,319,9/23/2009 6:05,9/23/2009 8:00,15,113,3,104
834,LIS,FCO,320,9/23/2009 6:15,9/23/2009 9:10,14,143,4,132
424,LIS,CDG,320,9/23/2009 6:20,9/23/2009 8:55,14,143,5,104
1604,FNC,LIS,320,9/23/2009 6:40,9/23/2009 8:15,14,143,3,95
354,LIS,LHR,319,9/23/2009 6:45,9/23/2009 9:35,15,113,6,95
668,LIS,AMS,320,9/23/2009 6:55,9/23/2009 9:45,14,143,11,92
920,LIS,ZRH,319,9/23/2009 6:55,9/23/2009 9:40,15,113,9,77
604,LIS,BRU,321,9/23/2009 7:00,9/23/2009 9:40,14,181,6,131
806,LIS,MXP,320,9/23/2009 7:00,9/23/2009 9:35,14,143,7,104
1821,LIS,TER,332,9/23/2009 7:00,9/23/2009 9:40,24,239,0,65
1861,LIS,PDL,320,9/23/2009 7:00,9/23/2009 9:30,14,143,0,79
860,LIS,BLQ,319,9/23/2009 7:05,9/23/2009 9:50,15,113,4,51
1952,LIS,OPO,320,9/23/2009 7:10,9/23/2009 8:05,14,143,12,61
432,LIS,ORY,321,9/23/2009 7:20,9/23/2009 9:50,14,178,4,165
946,LIS,GVA,319,9/23/2009 7:25,9/23/2009 9:50,15,113,0,70
1609,LIS,FNC,319,9/23/2009 7:25,9/23/2009 9:10,15,113,4,69
570,LIS,FRA,319,9/23/2009 7:35,9/23/2009 10:40,15,113,13,105
283,MPM,LIS,343,9/23/2009 7:45,9/23/2009 18:55,36,232,24,123
482,LIS,NCE,319,9/23/2009 7:50,9/23/2009 10:15,15,113,0,50
1573,OPO,FNC,319,9/23/2009 7:50,9/23/2009 9:50,15,113,3,78
500,LIS,ARN,319,9/23/2009 8:05,9/23/2009 12:25,15,113,5,82
712,LIS,MAD,319,9/23/2009 8:05,9/23/2009 9:20,15,113,8,62
725,MAD,LIS,319,9/23/2009 8:05,9/23/2009 9:20,15,113,7,38
746,LIS,BCN,319,9/23/2009 8:05,9/23/2009 9:55,15,113,3,88
530,LIS,PRG,320,9/23/2009 8:10,9/23/2009 11:30,0,162,0,143
518,LIS,HEL,320,9/23/2009 8:15,9/23/2009 12:55,14,143,3,94
1615,LIS,FNC,319,9/23/2009 8:15,9/23/2009 10:05,15,113,3,81
504,LIS,CPH,320,9/23/2009 8:25,9/23/2009 12:10,14,143,3,124
506,LIS,OSL,320,9/23/2009 8:25,9/23/2009 12:25,14,143,7,120
838,LIS,FCO,320,9/23/2009 8:25,9/23/2009 11:20,14,143,6,141
536,LIS,BUD,319,9/23/2009 8:30,9/23/2009 12:10,15,113,2,112
558,LIS,MUC,319,9/23/2009 8:30,9/23/2009 11:40,15,113,11,112
560,LIS,HAM,320,9/23/2009 8:30,9/23/2009 11:50,14,143,1,105
872,LIS,VCE,320,9/23/2009 8:30,9/23/2009 11:30,14,143,3,84
749,BCN,LIS,320,9/23/2009 8:40,9/23/2009 10:40,14,143,11,97
938,OPO,GVA,320,9/23/2009 8:50,9/23/2009 11:10,14,143,0,103
451,ORY,OPO,319,9/23/2009 8:55,9/23/2009 11:00,15,113,5,58
352,LIS,LHR,320,9/23/2009 9:00,9/23/2009 11:50,14,143,2,110
916,OPO,ZRH,319,9/23/2009 9:00,9/23/2009 11:35,15,113,0,71
425,CDG,LIS,320,9/23/2009 9:40,9/23/2009 12:20,14,143,12,75
837,FCO,LIS,320,9/23/2009 9:55,9/23/2009 12:55,14,143,1,114
1614,FNC,LIS,319,9/23/2009 9:55,9/23/2009 11:30,15,113,12,113
4191,LIS,GRU,332,9/23/2009 10:00,9/23/2009 20:00,24,244,24,244
125,OPO,CCS,332,9/23/2009 10:10,9/23/2009 19:30,24,239,24,239
803,MXP,LIS,320,9/23/2009 10:20,9/23/2009 13:00,14,143,2,128
1860,PDL,LIS,320,9/23/2009 10:20,9/23/2009 12:30,14,143,4,104
605,BRU,LIS,321,9/23/2009 10:25,9/23/2009 13:10,14,181,2,87
665,AMS,LIS,320,9/23/2009 10:30,9/23/2009 13:35,14,143,1,96
103,LIS,EWR,343,9/23/2009 10:35,9/23/2009 19:05,36,232,31,206
437,ORY,LIS,321,9/23/2009 10:35,9/23/2009 13:00,14,178,8,105
860,BLQ,ZAG,319,9/23/2009 10:35,9/23/2009 11:40,15,113,0,8
745,BCN,LIS,319,9/23/2009 10:40,9/23/2009 12:40,15,113,4,80
1822,TER,LIS,332,9/23/2009 10:40,9/23/2009 12:55,24,239,0,131
348,FNC,LGW,319,9/23/2009 10:45,9/23/2009 14:30,15,113,11,106
714,LIS,MAD,319,9/23/2009 10:50,9/23/2009 12:05,15,113,4,82
713,MAD,LIS,319,9/23/2009 11:00,9/23/2009 12:15,15,113,6,98
1963,OPO,LIS,319,9/23/2009 11:40,9/23/2009 12:35,15,113,7,63
839,FCO,LIS,320,9/23/2009 12:05,9/23/2009 15:05,14,143,9,98
438,LIS,ORY,319,9/23/2009 12:15,9/23/2009 14:40,15,113,7,107
873,VCE,LIS,320,9/23/2009 12:15,9/23/2009 15:25,14,143,0,94
715,MAD,LIS,319,9/23/2009 12:50,9/23/2009 14:05,15,113,0,49
1627,LIS,FNC,319,9/23/2009 13:00,9/23/2009 14:45,15,113,2,90
501,ARN,LIS,319,9/23/2009 13:10,9/23/2009 17:35,15,113,3,101
507,OSL,LIS,320,9/23/2009 13:10,9/23/2009 17:20,14,143,2,115
576,LIS,FRA,320,9/23/2009 13:15,9/23/2009 16:20,14,143,8,139
660,LIS,AMS,320,9/23/2009 13:20,9/23/2009 16:15,14,143,11,140
842,LIS,FCO,319,9/23/2009 13:20,9/23/2009 16:15,15,113,15,112
742,LIS,BCN,319,9/23/2009 13:30,9/23/2009 15:20,15,113,0,86
356,LIS,LHR,321,9/23/2009 13:35,9/23/2009 16:25,14,178,18,153
926,LIS,ZRH,320,9/23/2009 13:40,9/23/2009 16:30,14,143,1,130
804,LIS,MXP,320,9/23/2009 13:50,9/23/2009 16:30,14,143,2,135
1970,LIS,OPO,320,9/23/2009 13:50,9/23/2009 14:45,14,143,4,89
165,LIS,FOR,332,9/23/2009 14:00,9/23/2009 21:30,24,244,13,217
614,LIS,BRU,321,9/23/2009 14:00,9/23/2009 16:45,14,181,8,159
861,BLQ,LIS,319,9/23/2009 14:15,9/23/2009 17:15,15,113,2,56
1633,LIS,FNC,319,9/23/2009 14:15,9/23/2009 16:05,15,113,1,100
440,LIS,ORY,321,9/23/2009 14:20,9/23/2009 16:50,14,178,6,164
944,LIS,GVA,320,9/23/2009 14:20,9/23/2009 16:50,14,143,2,140
1913,LIS,FAO,319,9/23/2009 14:50,9/23/2009 15:35,15,113,1,67
153,LIS,REC,332,9/23/2009 15:00,9/23/2009 22:50,24,239,6,118
718,LIS,MAD,319,9/23/2009 15:00,9/23/2009 16:15,15,113,9,98
157,LIS,SSA,332,9/23/2009 15:05,9/23/2009 23:50,24,239,15,178
386,OPO,LHR,320,9/23/2009 15:05,9/23/2009 17:30,14,143,8,126
349,LGW,FNC,319,9/23/2009 15:20,9/23/2009 19:15,15,113,11,112
439,ORY,LIS,319,9/23/2009 15:25,9/23/2009 17:45,15,113,4,89
1626,FNC,LIS,319,9/23/2009 15:25,9/23/2009 17:00,15,113,3,113
1972,LIS,OPO,319,9/23/2009 15:30,9/23/2009 16:25,15,113,5,36
468,OPO,ORY,319,9/23/2009 15:40,9/23/2009 17:50,15,113,5,80
580,LIS,WAW,320,9/23/2009 15:50,9/23/2009 19:45,14,143,11,143
1580,FNC,OPO,319,9/23/2009 15:50,9/23/2009 17:45,0,132,0,132
1975,OPO,LIS,320,9/23/2009 15:55,9/23/2009 16:50,14,143,5,94
743,BCN,LIS,319,9/23/2009 16:05,9/23/2009 18:05,15,113,11,113
752,LIS,BCN,319,9/23/2009 16:05,9/23/2009 17:55,15,113,1,94
1639,LIS,FNC,320,9/23/2009 16:05,9/23/2009 17:55,14,143,7,91
1912,FAO,LIS,319,9/23/2009 16:15,9/23/2009 17:00,15,113,5,113
1632,FNC,LIS,319,9/23/2009 16:45,9/23/2009 18:20,15,113,10,113
661,AMS,LIS,320,9/23/2009 17:00,9/23/2009 20:00,14,143,5,121
719,MAD,LIS,319,9/23/2009 17:00,9/23/2009 18:15,15,113,8,95
1977,OPO,LIS,319,9/23/2009 17:05,9/23/2009 18:00,15,113,10,104
805,MXP,LIS,320,9/23/2009 17:15,9/23/2009 20:00,14,143,7,103
1827,LIS,TER,319,9/23/2009 17:15,9/23/2009 19:55,15,113,0,103
615,BRU,LIS,321,9/23/2009 17:30,9/23/2009 20:10,14,181,3,129
358,LIS,LHR,320,9/23/2009 17:35,9/23/2009 20:25,14,143,13,128
445,ORY,LIS,321,9/23/2009 17:35,9/23/2009 20:00,14,178,4,168
448,LIS,ORY,319,9/23/2009 17:45,9/23/2009 20:15,15,113,14,112
566,LIS,HAM,320,9/23/2009 17:45,9/23/2009 21:00,14,143,3,132
826,LIS,LIN,319,9/23/2009 17:50,9/23/2009 20:30,15,113,6,112
928,LIS,ZRH,319,9/23/2009 18:00,9/23/2009 20:50,15,113,2,77
552,LIS,MUC,320,9/23/2009 18:05,9/23/2009 21:15,14,143,3,117
578,LIS,FRA,320,9/23/2009 18:10,9/23/2009 21:15,14,143,3,120
662,LIS,AMS,320,9/23/2009 18:20,9/23/2009 21:15,14,143,2,111
452,OPO,ORY,319,9/23/2009 18:30,9/23/2009 20:40,15,113,0,98
457,ORY,OPO,319,9/23/2009 18:35,9/23/2009 20:40,15,113,1,84
1664,FNC,LIS,320,9/23/2009 18:35,9/23/2009 20:10,14,143,4,141
741,BCN,LIS,319,9/23/2009 18:40,9/23/2009 20:40,15,113,8,112
618,LIS,BRU,320,9/23/2009 18:45,9/23/2009 21:30,14,143,1,143
594,LIS,DME,320,9/23/2009 18:50,9/24/2009 0:15,14,143,4,108
724,LIS,MAD,319,9/23/2009 19:05,9/23/2009 20:20,15,113,2,46
740,LIS,BCN,319,9/23/2009 19:05,9/23/2009 20:55,15,113,1,95
198,GRU,LIS,343,9/23/2009 19:20,9/24/2009 5:05,36,232,21,157
186,GIG,LIS,332,9/23/2009 19:25,9/24/2009 5:00,24,244,23,155
170,BSB,LIS,332,9/23/2009 19:40,9/24/2009 4:55,24,239,14,169
1684,FNC,LIS,319,9/23/2009 20:00,9/23/2009 21:35,15,113,3,112
1685,LIS,FNC,319,9/23/2009 20:45,9/23/2009 22:35,15,113,0,79
1828,TER,LIS,319,9/23/2009 20:45,9/23/2009 22:59,15,113,2,51
1982,LIS,OPO,319,9/23/2009 20:45,9/23/2009 21:40,15,113,7,106
209,LIS,DKR,320,9/23/2009 21:00,9/24/2009 1:10,14,143,1,78
217,LIS,SID,319,9/23/2009 21:10,9/24/2009 1:15,15,110,2,59
257,LIS,LAD,343,9/23/2009 21:10,9/24/2009 4:50,36,232,28,225
1581,OPO,FNC,319,9/23/2009 21:25,9/23/2009 23:25,15,113,3,104
1917,LIS,FAO,319,9/23/2009 21:25,9/23/2009 22:10,15,113,0,70
1693,LIS,FNC,319,9/23/2009 21:35,9/23/2009 23:25,15,113,0,58
104,EWR,LIS,343,9/23/2009 22:00,9/24/2009 5:15,36,232,14,128
185,LIS,GIG,332,9/23/2009 22:20,9/24/2009 8:20,24,244,20,241
197,LIS,GRU,343,9/23/2009 22:25,9/24/2009 8:25,36,232,35,232
4173,LIS,BSB,332,9/23/2009 22:30,9/24/2009 8:10,24,239,14,209
164,FOR,LIS,332,9/23/2009 23:00,9/24/2009 6:00,24,244,15,242
194,GRU,LIS,332,9/24/2009 1:50,9/24/2009 11:35,24,244,16,222
210,DKR,LIS,320,9/24/2009 2:10,9/24/2009 6:05,14,143,6,105
158,SSA,LIS,332,9/24/2009 2:45,9/24/2009 11:00,24,239,15,195
152,REC,LIS,332,9/24/2009 2:50,9/24/2009 10:20,24,239,15,175
667,AMS,LIS,320,9/24/2009 4:25,9/24/2009 7:25,0,162,0,131
751,BCN,LIS,319,9/24/2009 4:35,9/24/2009 6:35,15,113,1,78
829,LIN,LIS,319,9/24/2009 4:35,9/24/2009 7:25,15,113,5,44
459,ORY,OPO,319,9/24/2009 5:00,9/24/2009 7:05,0,132,0,71
611,BRU,LIS,320,9/24/2009 5:10,9/24/2009 7:45,14,143,0,142
441,ORY,LIS,319,9/24/2009 5:20,9/24/2009 7:45,0,132,0,71
711,MAD,LIS,319,9/24/2009 6:05,9/24/2009 7:20,15,113,2,43
806,LIS,MXP,320,9/24/2009 7:00,9/24/2009 9:35,14,143,2,60
1609,LIS,FNC,320,9/24/2009 7:25,9/24/2009 9:10,14,181,2,133
4904,LIS,GVA,321,9/24/2009 7:25,9/24/2009 9:55,14,181,1,81
1821,LIS,TER,320,9/24/2009 7:45,9/24/2009 10:25,14,143,2,89
500,LIS,ARN,320,9/24/2009 8:05,9/24/2009 12:25,14,143,0,38
746,LIS,BCN,319,9/24/2009 8:05,9/24/2009 9:55,15,113,3,46
