Voo,Origem,Destino,Configuracao,Partida,Chegada,Lugares_Executiva,Lugares_Economica,Lugares_Exec_Vendidos,Lugares_Econ_Vendidos
1615,LIS,FNC,128,9/21/2009 8:15,9/21/2009 10:05,15,113,3,108
434,LIS,ORY,128,9/21/2009 8:35,9/21/2009 11:05,15,113,1,111
749,BCN,LIS,128,9/21/2009 8:40,9/21/2009 10:40,15,113,1,107
451,ORY,OPO,132,9/21/2009 8:55,9/21/2009 11:00,0,132,0,123
1614,FNC,LIS,128,9/21/2009 9:55,9/21/2009 11:30,15,113,9,113
605,BRU,LIS,128,9/21/2009 10:25,9/21/2009 13:10,15,113,2,96
1574,FNC,OPO,128,9/21/2009 10:30,9/21/2009 12:25,15,113,0,95
857,BLQ,LIS,128,9/21/2009 10:35,9/21/2009 13:35,15,113,1,92
348,FNC,LGW,128,9/21/2009 10:45,9/21/2009 14:30,15,113,22,89
714,LIS,MAD,128,9/21/2009 10:50,9/21/2009 12:05,15,113,2,84
713,MAD,LIS,128,9/21/2009 11:00,9/21/2009 12:15,15,113,3,93
1963,OPO,LIS,128,9/21/2009 11:40,9/21/2009 12:35,15,113,14,79
435,ORY,LIS,128,9/21/2009 11:50,9/21/2009 14:15,15,113,3,42
438,LIS,ORY,128,9/21/2009 12:15,9/21/2009 14:40,15,113,3,105
715,MAD,LIS,128,9/21/2009 12:50,9/21/2009 14:05,15,113,2,78
1627,LIS,FNC,128,9/21/2009 13:00,9/21/2009 14:45,15,113,1,113
1577,OPO,FNC,128,9/21/2009 13:10,9/21/2009 15:10,15,113,0,100
1633,LIS,FNC,128,9/21/2009 14:15,9/21/2009 16:05,15,113,0,108
1913,LIS,FAO,128,9/21/2009 14:50,9/21/2009 15:35,15,113,2,89
718,LIS,MAD,128,9/21/2009 15:00,9/21/2009 16:15,15,113,3,92
349,LGW,FNC,128,9/21/2009 15:20,9/21/2009 19:15,15,113,15,104
439,ORY,LIS,128,9/21/2009 15:25,9/21/2009 17:50,15,113,2,48
1626,FNC,LIS,128,9/21/2009 15:25,9/21/2009 17:00,15,113,6,113
468,OPO,ORY,128,9/21/2009 15:40,9/21/2009 17:50,15,113,1,96
1580,FNC,OPO,128,9/21/2009 15:50,9/21/2009 17:45,15,113,5,98
752,LIS,BCN,128,9/21/2009 16:05,9/21/2009 17:55,15,113,3,96
1912,FAO,LIS,128,9/21/2009 16:15,9/21/2009 17:00,15,113,2,85
720,LIS,MAD,128,9/21/2009 16:40,9/21/2009 17:55,15,113,1,63
1632,FNC,LIS,128,9/21/2009 16:45,9/21/2009 18:20,15,113,0,109
719,MAD,LIS,128,9/21/2009 17:00,9/21/2009 18:15,15,113,2,47
452,OPO,ORY,128,9/21/2009 18:30,9/21/2009 20:40,15,113,2,105
457,ORY,OPO,128,9/21/2009 18:35,9/21/2009 20:40,15,113,1,68
721,MAD,LIS,128,9/21/2009 18:40,9/21/2009 19:55,15,113,4,65
741,BCN,LIS,128,9/21/2009 18:40,9/21/2009 20:40,15,113,2,86
618,LIS,BRU,128,9/21/2009 18:45,9/21/2009 21:30,15,113,7,113
724,LIS,MAD,128,9/21/2009 19:05,9/21/2009 20:20,15,113,0,33
740,LIS,BCN,128,9/21/2009 19:05,9/21/2009 20:55,15,113,2,83
1684,FNC,LIS,128,9/21/2009 20:00,9/21/2009 21:35,15,113,2,94
1739,LIS,PXO,128,9/21/2009 20:20,9/21/2009 22:05,15,113,0,38
1685,LIS,FNC,128,9/21/2009 20:45,9/21/2009 22:35,15,113,1,77
1982,LIS,OPO,128,9/21/2009 20:45,9/21/2009 21:40,15,113,4,70
1581,OPO,FNC,128,9/21/2009 21:25,9/21/2009 23:25,15,113,0,77
1917,LIS,FAO,128,9/21/2009 21:25,9/21/2009 22:10,15,113,1,59
1693,LIS,FNC,128,9/21/2009 21:35,9/21/2009 23:25,15,113,0,77
1740,PXO,LIS,128,9/21/2009 22:50,9/22/2009 0:20,15,113,0,71
751,BCN,LIS,128,9/22/2009 4:35,9/22/2009 6:35,15,113,0,52
459,ORY,OPO,128,9/22/2009 5:00,9/22/2009 7:05,15,113,3,113
1602,FNC,LIS,128,9/22/2009 5:00,9/22/2009 6:35,15,113,0,78
611,BRU,LIS,128,9/22/2009 5:10,9/22/2009 7:45,15,113,0,62
1900,FAO,LIS,128,9/22/2009 5:15,9/22/2009 6:00,15,113,1,81
464,OPO,ORY,128,9/22/2009 6:05,9/22/2009 8:10,15,113,0,49
710,LIS,MAD,128,9/22/2009 6:05,9/22/2009 7:20,15,113,4,96
711,MAD,LIS,128,9/22/2009 6:05,9/22/2009 7:20,15,113,4,51
748,LIS,BCN,128,9/22/2009 6:05,9/22/2009 7:55,15,113,2,96
1572,FNC,OPO,128,9/22/2009 6:05,9/22/2009 8:00,15,113,2,76
1604,FNC,LIS,128,9/22/2009 6:40,9/22/2009 8:15,15,113,0,84
604,LIS,BRU,128,9/22/2009 7:00,9/22/2009 9:40,15,113,4,98
806,LIS,MXP,128,9/22/2009 7:00,9/22/2009 9:35,15,113,1,84
1609,LIS,FNC,128,9/22/2009 7:25,9/22/2009 9:10,15,113,1,95
1573,OPO,FNC,128,9/22/2009 7:50,9/22/2009 9:50,15,113,0,109
712,LIS,MAD,128,9/22/2009 8:05,9/22/2009 9:20,15,113,1,54
725,MAD,LIS,128,9/22/2009 8:05,9/22/2009 9:20,15,113,1,38
1615,LIS,FNC,128,9/22/2009 8:15,9/22/2009 10:05,15,113,3,105
872,LIS,VCE,128,9/22/2009 8:30,9/22/2009 11:30,15,113,5,93
749,BCN,LIS,128,9/22/2009 8:40,9/22/2009 10:40,15,113,1,89
451,ORY,OPO,128,9/22/2009 8:55,9/22/2009 11:00,15,113,4,83
1614,FNC,LIS,128,9/22/2009 9:55,9/22/2009 11:30,15,113,8,113
803,MXP,LIS,128,9/22/2009 10:20,9/22/2009 13:00,15,113,4,108
605,BRU,LIS,128,9/22/2009 10:25,9/22/2009 13:10,15,113,2,69
1574,FNC,OPO,128,9/22/2009 10:30,9/22/2009 12:25,15,113,0,90
348,FNC,LGW,128,9/22/2009 10:45,9/22/2009 14:30,15,113,10,97
714,LIS,MAD,128,9/22/2009 10:50,9/22/2009 12:05,15,113,3,76
713,MAD,LIS,128,9/22/2009 11:00,9/22/2009 12:15,15,113,1,96
1963,OPO,LIS,128,9/22/2009 11:40,9/22/2009 12:35,15,113,14,81
438,LIS,ORY,128,9/22/2009 12:15,9/22/2009 14:40,15,113,15,112
873,VCE,LIS,128,9/22/2009 12:15,9/22/2009 15:25,15,113,4,78
715,MAD,LIS,128,9/22/2009 12:50,9/22/2009 14:05,15,113,0,48
1577,OPO,FNC,128,9/22/2009 13:10,9/22/2009 15:10,15,113,2,90
742,LIS,BCN,128,9/22/2009 13:30,9/22/2009 15:20,15,113,9,80
614,LIS,BRU,128,9/22/2009 14:00,9/22/2009 16:45,15,113,7,107
1633,LIS,FNC,128,9/22/2009 14:15,9/22/2009 16:05,15,113,0,97
1913,LIS,FAO,128,9/22/2009 14:50,9/22/2009 15:35,15,113,5,57
718,LIS,MAD,128,9/22/2009 15:00,9/22/2009 16:15,15,113,1,83
349,LGW,FNC,128,9/22/2009 15:20,9/22/2009 19:15,15,113,4,102
439,ORY,LIS,128,9/22/2009 15:25,9/22/2009 17:50,15,113,3,75
468,OPO,ORY,128,9/22/2009 15:40,9/22/2009 17:50,15,113,0,94
1580,FNC,OPO,128,9/22/2009 15:50,9/22/2009 17:45,15,113,3,112
743,BCN,LIS,128,9/22/2009 16:05,9/22/2009 18:05,15,113,7,93
1912,FAO,LIS,128,9/22/2009 16:15,9/22/2009 17:00,15,113,0,50
720,LIS,MAD,128,9/22/2009 16:40,9/22/2009 17:55,15,113,5,43
1632,FNC,LIS,128,9/22/2009 16:45,9/22/2009 18:20,15,113,4,96
719,MAD,LIS,128,9/22/2009 17:00,9/22/2009 18:15,15,113,8,96
615,BRU,LIS,128,9/22/2009 17:30,9/22/2009 20:10,15,113,5,103
448,LIS,ORY,128,9/22/2009 17:45,9/22/2009 20:15,15,113,1,106
457,ORY,OPO,128,9/22/2009 18:35,9/22/2009 20:40,15,113,5,69
721,MAD,LIS,128,9/22/2009 18:40,9/22/2009 19:55,15,113,7,61
618,LIS,BRU,128,9/22/2009 18:45,9/22/2009 21:30,15,113,2,100
1915,LIS,FAO,128,9/22/2009 18:45,9/22/2009 19:30,15,113,0,29
724,LIS,MAD,128,9/22/2009 19:05,9/22/2009 20:20,15,113,2,63
740,LIS,BCN,128,9/22/2009 19:05,9/22/2009 20:55,15,113,2,86
1684,FNC,LIS,128,9/22/2009 20:00,9/22/2009 21:35,15,113,1,63
1916,FAO,LIS,128,9/22/2009 20:10,9/22/2009 20:55,15,113,0,10
1982,LIS,OPO,128,9/22/2009 20:45,9/22/2009 21:40,15,113,1,69
209,LIS,DKR,125,9/22/2009 21:00,9/23/2009 1:10,15,110,3,66
1581,OPO,FNC,128,9/22/2009 21:25,9/22/2009 23:25,15,113,1,71
1917,LIS,FAO,128,9/22/2009 21:25,9/22/2009 22:10,15,113,1,45
210,DKR,LIS,125,9/23/2009 2:10,9/23/2009 6:05,15,110,1,61
751,BCN,LIS,128,9/23/2009 4:35,9/23/2009 6:35,15,113,1,60
611,BRU,LIS,128,9/23/2009 5:10,9/23/2009 7:45,15,113,0,68
1900,FAO,LIS,128,9/23/2009 5:15,9/23/2009 6:00,15,113,8,111
441,ORY,LIS,128,9/23/2009 5:20,9/23/2009 7:45,15,113,0,68
464,OPO,ORY,128,9/23/2009 6:05,9/23/2009 8:10,15,113,1,56
710,LIS,MAD,128,9/23/2009 6:05,9/23/2009 7:20,15,113,2,79
711,MAD,LIS,128,9/23/2009 6:05,9/23/2009 7:20,15,113,4,47
1572,FNC,OPO,128,9/23/2009 6:05,9/23/2009 8:00,15,113,3,104
860,LIS,BLQ,128,9/23/2009 7:05,9/23/2009 9:50,15,113,4,51
1609,LIS,FNC,128,9/23/2009 7:25,9/23/2009 9:10,15,113,4,69
1573,OPO,FNC,128,9/23/2009 7:50,9/23/2009 9:50,15,113,3,78
500,LIS,ARN,128,9/23/2009 8:05,9/23/2009 12:25,15,113,5,82
712,LIS,MAD,128,9/23/2009 8:05,9/23/2009 9:20,15,113,8,62
725,MAD,LIS,128,9/23/2009 8:05,9/23/2009 9:20,15,113,7,38
746,LIS,BCN,128,9/23/2009 8:05,9/23/2009 9:55,15,113,3,88
1615,LIS,FNC,128,9/23/2009 8:15,9/23/2009 10:05,15,113,3,81
451,ORY,OPO,128,9/23/2009 8:55,9/23/2009 11:00,15,113,5,58
1614,FNC,LIS,128,9/23/2009 9:55,9/23/2009 11:30,15,113,12,113
745,BCN,LIS,128,9/23/2009 10:40,9/23/2009 12:40,15,113,4,80
348,FNC,LGW,128,9/23/2009 10:45,9/23/2009 14:30,15,113,11,106
714,LIS,MAD,128,9/23/2009 10:50,9/23/2009 12:05,15,113,4,82
713,MAD,LIS,128,9/23/2009 11:00,9/23/2009 12:15,15,113,6,98
1963,OPO,LIS,128,9/23/2009 11:40,9/23/2009 12:35,15,113,7,63
438,LIS,ORY,128,9/23/2009 12:15,9/23/2009 14:40,15,113,7,107
715,MAD,LIS,128,9/23/2009 12:50,9/23/2009 14:05,15,113,0,49
1627,LIS,FNC,128,9/23/2009 13:00,9/23/2009 14:45,15,113,2,90
501,ARN,LIS,128,9/23/2009 13:10,9/23/2009 17:35,15,113,3,101
842,LIS,FCO,128,9/23/2009 13:20,9/23/2009 16:15,15,113,15,112
742,LIS,BCN,128,9/23/2009 13:30,9/23/2009 15:20,15,113,0,86
861,BLQ,LIS,128,9/23/2009 14:15,9/23/2009 17:15,15,113,2,56
1633,LIS,FNC,128,9/23/2009 14:15,9/23/2009 16:05,15,113,1,100
1913,LIS,FAO,128,9/23/2009 14:50,9/23/2009 15:35,15,113,1,67
718,LIS,MAD,128,9/23/2009 15:00,9/23/2009 16:15,15,113,9,98
349,LGW,FNC,128,9/23/2009 15:20,9/23/2009 19:15,15,113,11,112
439,ORY,LIS,128,9/23/2009 15:25,9/23/2009 17:45,15,113,4,89
1626,FNC,LIS,128,9/23/2009 15:25,9/23/2009 17:00,15,113,3,113
1972,LIS,OPO,128,9/23/2009 15:30,9/23/2009 16:25,15,113,5,36
468,OPO,ORY,128,9/23/2009 15:40,9/23/2009 17:50,15,113,5,80
1580,FNC,OPO,132,9/23/2009 15:50,9/23/2009 17:45,0,132,0,132
743,BCN,LIS,128,9/23/2009 16:05,9/23/2009 18:05,15,113,11,113
752,LIS,BCN,128,9/23/2009 16:05,9/23/2009 17:55,15,113,1,94
1912,FAO,LIS,128,9/23/2009 16:15,9/23/2009 17:00,15,113,5,113
1632,FNC,LIS,128,9/23/2009 16:45,9/23/2009 18:20,15,113,10,113
719,MAD,LIS,128,9/23/2009 17:00,9/23/2009 18:15,15,113,8,95
1977,OPO,LIS,128,9/23/2009 17:05,9/23/2009 18:00,15,113,10,104
1827,LIS,TER,128,9/23/2009 17:15,9/23/2009 19:55,15,113,0,103
448,LIS,ORY,128,9/23/2009 17:45,9/23/2009 20:15,15,113,14,112
826,LIS,LIN,128,9/23/2009 17:50,9/23/2009 20:30,15,113,6,112
452,OPO,ORY,128,9/23/2009 18:30,9/23/2009 20:40,15,113,0,98
457,ORY,OPO,128,9/23/2009 18:35,9/23/2009 20:40,15,113,1,84
741,BCN,LIS,128,9/23/2009 18:40,9/23/2009 20:40,15,113,8,112
724,LIS,MAD,128,9/23/2009 19:05,9/23/2009 20:20,15,113,2,46
740,LIS,BCN,128,9/23/2009 19:05,9/23/2009 20:55,15,113,1,95
1684,FNC,LIS,128,9/23/2009 20:00,9/23/2009 21:35,15,113,3,112
1685,LIS,FNC,128,9/23/2009 20:45,9/23/2009 22:35,15,113,0,79
1828,TER,LIS,128,9/23/2009 20:45,9/23/2009 22:59,15,113,2,51
1982,LIS,OPO,128,9/23/2009 20:45,9/23/2009 21:40,15,113,7,106
1581,OPO,FNC,128,9/23/2009 21:25,9/23/2009 23:25,15,113,3,104
1917,LIS,FAO,128,9/23/2009 21:25,9/23/2009 22:10,15,113,0,70
1693,LIS,FNC,128,9/23/2009 21:35,9/23/2009 23:25,15,113,0,58
751,BCN,LIS,128,9/24/2009 4:35,9/24/2009 6:35,15,113,1,78
829,LIN,LIS,128,9/24/2009 4:35,9/24/2009 7:25,15,113,5,44
459,ORY,OPO,132,9/24/2009 5:00,9/24/2009 7:05,0,132,0,71
441,ORY,LIS,132,9/24/2009 5:20,9/24/2009 7:45,0,132,0,71
711,MAD,LIS,128,9/24/2009 6:05,9/24/2009 7:20,15,113,2,43
746,LIS,BCN,128,9/24/2009 8:05,9/24/2009 9:55,15,113,3,46
1615,LIS,FNC,128,9/24/2009 8:15,9/24/2009 10:05,15,113,2,76
872,LIS,VCE,128,9/24/2009 8:30,9/24/2009 11:30,15,113,0,57
745,BCN,LIS,128,9/24/2009 10:40,9/24/2009 12:40,15,113,15,113
839,FCO,LIS,128,9/24/2009 12:05,9/24/2009 15:05,15,113,8,194
1627,LIS,FNC,157,9/24/2009 13:00,9/24/2009 14:45,14,143,7,129
1633,LIS,FNC,157,9/24/2009 14:15,9/24/2009 16:05,14,143,3,78
1626,FNC,LIS,162,9/24/2009 15:25,9/24/2009 17:00,0,162,0,136
1632,FNC,LIS,162,9/24/2009 16:45,9/24/2009 18:20,0,162,0,125
1684,FNC,LIS,132,9/24/2009 20:00,9/24/2009 21:35,0,132,0,130
751,BCN,LIS,95,9/25/2009 4:35,9/25/2009 6:35,8,87,7,72
1861,LIS,PDL,128,9/25/2009 7:20,9/25/2009 9:50,15,113,1,57
1609,LIS,FNC,157,9/25/2009 7:25,9/25/2009 9:10,14,143,0,89
1615,LIS,FNC,157,9/25/2009 8:15,9/25/2009 10:05,14,143,5,83
1614,FNC,LIS,157,9/25/2009 9:55,9/25/2009 11:30,14,143,3,142
1860,PDL,LIS,128,9/25/2009 10:40,9/25/2009 12:50,15,113,4,111
752,LIS,BCN,128,9/25/2009 16:05,9/25/2009 17:55,15,113,0,1
1684,FNC,LIS,162,9/25/2009 20:00,9/25/2009 21:35,0,162,0,102
4826,LIS,LIN,128,9/26/2009 1:00,9/26/2009 3:35,15,113,2,103
829,LIN,LIS,128,9/26/2009 4:35,9/26/2009 7:25,15,113,6,87
1602,FNC,LIS,128,9/26/2009 5:00,9/26/2009 6:35,15,113,0,104
1948,LIS,OPO,128,9/26/2009 5:10,9/26/2009 6:05,15,113,0,28
1900,FAO,LIS,128,9/26/2009 5:15,9/26/2009 6:00,15,113,10,107
464,OPO,ORY,128,9/26/2009 6:05,9/26/2009 8:10,15,113,10,100
1572,FNC,OPO,128,9/26/2009 6:05,9/26/2009 8:00,15,113,11,113
1604,FNC,LIS,128,9/26/2009 6:40,9/26/2009 8:15,15,113,0,100
1953,OPO,LIS,128,9/26/2009 6:45,9/26/2009 7:40,15,113,12,112
604,LIS,BRU,128,9/26/2009 7:00,9/26/2009 9:40,15,113,2,109
470,LIS,LYS,128,9/26/2009 7:10,9/26/2009 9:30,15,113,0,63
1609,LIS,FNC,128,9/26/2009 7:25,9/26/2009 9:10,15,113,5,93
1573,OPO,FNC,128,9/26/2009 7:50,9/26/2009 9:50,15,113,15,108
746,LIS,BCN,128,9/26/2009 8:05,9/26/2009 9:55,15,113,5,84
1615,LIS,FNC,128,9/26/2009 8:15,9/26/2009 10:05,15,113,5,71
872,LIS,VCE,128,9/26/2009 8:30,9/26/2009 11:30,15,113,8,113
434,LIS,ORY,128,9/26/2009 8:40,9/26/2009 11:05,15,113,5,67
451,ORY,OPO,132,9/26/2009 8:55,9/26/2009 11:00,0,132,0,103
1614,FNC,LIS,128,9/26/2009 9:55,9/26/2009 11:30,15,113,10,113
605,BRU,LIS,128,9/26/2009 10:25,9/26/2009 13:10,15,113,15,112
1574,FNC,OPO,128,9/26/2009 10:30,9/26/2009 12:25,15,113,15,113
745,BCN,LIS,128,9/26/2009 10:40,9/26/2009 12:40,15,113,15,112
348,FNC,LGW,128,9/26/2009 10:45,9/26/2009 14:30,15,113,15,113
714,LIS,MAD,195,9/26/2009 10:50,9/26/2009 12:05,14,181,13,122
435,ORY,LIS,132,9/26/2009 11:50,9/26/2009 14:15,0,132,0,128
438,LIS,ORY,128,9/26/2009 12:15,9/26/2009 14:40,15,113,3,108
873,VCE,LIS,128,9/26/2009 12:15,9/26/2009 15:25,15,113,15,113
715,MAD,LIS,195,9/26/2009 12:50,9/26/2009 14:05,14,181,6,153
1577,OPO,FNC,128,9/26/2009 13:10,9/26/2009 15:10,15,113,14,110
660,LIS,AMS,128,9/26/2009 13:20,9/26/2009 16:15,15,113,15,113
842,LIS,FCO,128,9/26/2009 13:20,9/26/2009 16:15,15,113,15,113
742,LIS,BCN,132,9/26/2009 13:30,9/26/2009 15:20,0,132,0,119
614,LIS,BRU,128,9/26/2009 14:00,9/26/2009 16:45,15,113,8,112
1633,LIS,FNC,128,9/26/2009 14:15,9/26/2009 16:05,15,113,4,84
349,LGW,FNC,128,9/26/2009 15:20,9/26/2009 19:15,15,113,14,113
439,ORY,LIS,128,9/26/2009 15:25,9/26/2009 17:50,15,113,6,96
1972,LIS,OPO,128,9/26/2009 15:30,9/26/2009 16:25,15,113,14,46
468,OPO,ORY,132,9/26/2009 15:40,9/26/2009 17:50,0,132,0,126
1580,FNC,OPO,132,9/26/2009 15:50,9/26/2009 17:45,0,132,0,132
743,BCN,LIS,128,9/26/2009 16:05,9/26/2009 18:05,15,113,5,106
752,LIS,BCN,128,9/26/2009 16:05,9/26/2009 17:55,15,113,1,93
1632,FNC,LIS,128,9/26/2009 16:45,9/26/2009 18:20,15,113,14,113
1978,LIS,OPO,128,9/26/2009 16:55,9/26/2009 17:50,15,113,9,81
661,AMS,LIS,128,9/26/2009 17:00,9/26/2009 20:00,15,113,4,113
843,FCO,LIS,128,9/26/2009 17:00,9/26/2009 20:00,15,113,14,113
1977,OPO,LIS,128,9/26/2009 17:05,9/26/2009 18:00,15,113,8,33
1827,LIS,TER,128,9/26/2009 17:15,9/26/2009 19:55,15,113,2,111
615,BRU,LIS,128,9/26/2009 17:30,9/26/2009 20:10,15,113,13,108
452,OPO,ORY,128,9/26/2009 18:30,9/26/2009 20:40,15,113,2,112
457,ORY,OPO,132,9/26/2009 18:35,9/26/2009 20:40,0,132,0,82
741,BCN,LIS,128,9/26/2009 18:40,9/26/2009 20:40,15,113,2,100
618,LIS,BRU,128,9/26/2009 18:45,9/26/2009 21:30,15,113,1,81
740,LIS,BCN,128,9/26/2009 19:05,9/26/2009 20:55,15,113,1,95
1684,FNC,LIS,132,9/26/2009 20:00,9/26/2009 21:35,0,132,0,129
1983,OPO,LIS,128,9/26/2009 20:05,9/26/2009 21:00,15,113,0,4
1828,TER,LIS,128,9/26/2009 20:45,9/26/2009 22:59,15,113,6,69
1982,LIS,OPO,128,9/26/2009 20:45,9/26/2009 21:40,15,113,2,97
1581,OPO,FNC,128,9/26/2009 21:25,9/26/2009 23:25,15,113,15,113
3970,FNC,OPO,132,9/26/2009 21:40,9/26/2009 23:20,0,132,0,27
751,BCN,LIS,128,9/27/2009 4:35,9/27/2009 6:35,15,113,2,51
459,ORY,OPO,128,9/27/2009 5:00,9/27/2009 7:05,15,113,1,44
611,BRU,LIS,128,9/27/2009 5:10,9/27/2009 7:45,15,113,0,82
1948,LIS,OPO,128,9/27/2009 5:10,9/27/2009 6:05,15,113,2,15
464,OPO,ORY,128,9/27/2009 6:05,9/27/2009 8:10,15,113,1,105
1572,FNC,OPO,128,9/27/2009 6:05,9/27/2009 8:00,15,113,2,108
424,LIS,CDG,128,9/27/2009 6:20,9/27/2009 8:55,15,113,2,102
1953,OPO,LIS,128,9/27/2009 6:45,9/27/2009 7:40,15,113,6,103
668,LIS,AMS,128,9/27/2009 6:55,9/27/2009 9:45,15,113,4,103
604,LIS,BRU,128,9/27/2009 7:00,9/27/2009 9:40,15,113,8,112
1609,LIS,FNC,128,9/27/2009 7:25,9/27/2009 9:10,15,113,0,77
1573,OPO,FNC,128,9/27/2009 7:50,9/27/2009 9:50,15,113,0,74
712,LIS,MAD,128,9/27/2009 8:05,9/27/2009 9:20,15,113,8,75
746,LIS,BCN,128,9/27/2009 8:05,9/27/2009 9:55,15,113,3,99
1615,LIS,FNC,195,9/27/2009 8:15,9/27/2009 10:05,14,181,2,86
872,LIS,VCE,128,9/27/2009 8:30,9/27/2009 11:30,15,113,11,104
434,LIS,ORY,128,9/27/2009 8:35,9/27/2009 11:05,15,113,4,99
451,ORY,OPO,128,9/27/2009 8:55,9/27/2009 11:00,15,113,0,57
425,CDG,LIS,128,9/27/2009 9:40,9/27/2009 12:20,15,113,5,66
1614,FNC,LIS,128,9/27/2009 9:55,9/27/2009 11:30,15,113,6,113
605,BRU,LIS,128,9/27/2009 10:25,9/27/2009 13:10,15,113,1,80
665,AMS,LIS,128,9/27/2009 10:30,9/27/2009 13:35,15,113,2,94
1574,FNC,OPO,128,9/27/2009 10:30,9/27/2009 12:25,15,113,7,113
745,BCN,LIS,128,9/27/2009 10:40,9/27/2009 12:40,15,113,1,77
348,FNC,LGW,190,9/27/2009 10:45,9/27/2009 14:30,24,166,17,155
714,LIS,MAD,128,9/27/2009 10:50,9/27/2009 12:05,15,113,10,113
713,MAD,LIS,128,9/27/2009 11:00,9/27/2009 12:15,15,113,4,67
1963,OPO,LIS,128,9/27/2009 11:40,9/27/2009 12:35,15,113,12,81
435,ORY,LIS,128,9/27/2009 11:50,9/27/2009 14:15,15,113,0,58
438,LIS,ORY,128,9/27/2009 12:15,9/27/2009 14:40,15,113,15,110
873,VCE,LIS,128,9/27/2009 12:15,9/27/2009 15:25,15,113,12,113
715,MAD,LIS,128,9/27/2009 12:50,9/27/2009 14:05,15,113,4,56
1627,LIS,FNC,128,9/27/2009 13:00,9/27/2009 14:45,15,113,2,106
1577,OPO,FNC,128,9/27/2009 13:10,9/27/2009 15:10,15,113,3,100
742,LIS,BCN,128,9/27/2009 13:30,9/27/2009 15:20,15,113,15,113
1970,LIS,OPO,128,9/27/2009 13:50,9/27/2009 14:45,15,113,8,105
1633,LIS,FNC,128,9/27/2009 14:15,9/27/2009 16:05,15,113,0,98
1913,LIS,FAO,128,9/27/2009 14:50,9/27/2009 15:35,15,113,1,85
718,LIS,MAD,128,9/27/2009 15:00,9/27/2009 16:15,15,113,8,111
349,LGW,FNC,195,9/27/2009 15:20,9/27/2009 19:15,14,181,7,106
439,ORY,LIS,128,9/27/2009 15:25,9/27/2009 17:50,15,113,2,68
1626,FNC,LIS,128,9/27/2009 15:25,9/27/2009 17:00,15,113,11,113
468,OPO,ORY,128,9/27/2009 15:40,9/27/2009 17:50,15,113,2,112
1580,FNC,OPO,128,9/27/2009 15:50,9/27/2009 17:45,15,113,0,94
1975,OPO,LIS,128,9/27/2009 15:55,9/27/2009 16:50,15,113,8,87
743,BCN,LIS,128,9/27/2009 16:05,9/27/2009 18:05,15,113,0,72
1912,FAO,LIS,128,9/27/2009 16:15,9/27/2009 17:00,15,113,8,111
1632,FNC,LIS,128,9/27/2009 16:45,9/27/2009 18:20,15,113,4,97
719,MAD,LIS,128,9/27/2009 17:00,9/27/2009 18:15,15,113,1,41
452,OPO,ORY,132,9/27/2009 18:30,9/27/2009 20:40,0,132,0,127
457,ORY,OPO,128,9/27/2009 18:35,9/27/2009 20:40,15,113,0,50
724,LIS,MAD,128,9/27/2009 19:05,9/27/2009 20:20,15,113,5,77
740,LIS,BCN,128,9/27/2009 19:05,9/27/2009 20:55,15,113,9,113
1684,FNC,LIS,195,9/27/2009 20:00,9/27/2009 21:35,14,181,3,92
1739,LIS,PXO,128,9/27/2009 20:20,9/27/2009 22:05,15,113,2,77
1685,LIS,FNC,128,9/27/2009 20:45,9/27/2009 22:35,15,113,4,99
1982,LIS,OPO,128,9/27/2009 20:45,9/27/2009 21:40,15,113,1,38
1581,OPO,FNC,128,9/27/2009 21:25,9/27/2009 23:25,15,113,0,66
1917,LIS,FAO,128,9/27/2009 21:25,9/27/2009 22:10,15,113,4,46
1583,OPO,FNC,128,9/27/2009 22:30,9/28/2009 0:30,15,113,0,43
1740,PXO,LIS,128,9/27/2009 22:50,9/28/2009 0:20,15,113,0,1
1584,FNC,OPO,128,9/27/2009 23:15,9/28/2009 1:10,15,113,0,42
751,BCN,LIS,128,9/28/2009 4:35,9/28/2009 6:35,15,113,1,70
459,ORY,OPO,128,9/28/2009 5:00,9/28/2009 7:05,15,113,0,44
1602,FNC,LIS,128,9/28/2009 5:00,9/28/2009 6:35,15,113,0,93
1900,FAO,LIS,128,9/28/2009 5:15,9/28/2009 6:00,15,113,1,88
464,OPO,ORY,128,9/28/2009 6:05,9/28/2009 8:10,15,113,2,102
711,MAD,LIS,128,9/28/2009 6:05,9/28/2009 7:20,15,113,3,54
748,LIS,BCN,128,9/28/2009 6:05,9/28/2009 7:55,15,113,2,107
1572,FNC,OPO,128,9/28/2009 6:05,9/28/2009 8:00,15,113,1,73
834,LIS,FCO,128,9/28/2009 6:15,9/28/2009 9:10,15,113,15,113
856,LIS,BLQ,128,9/28/2009 7:05,9/28/2009 9:50,15,113,6,111
1609,LIS,FNC,128,9/28/2009 7:20,9/28/2009 9:10,15,113,4,106
1573,OPO,FNC,128,9/28/2009 7:50,9/28/2009 9:50,15,113,8,112
712,LIS,MAD,128,9/28/2009 8:05,9/28/2009 9:20,15,113,5,61
746,LIS,BCN,128,9/28/2009 8:05,9/28/2009 9:55,15,113,11,99
1615,LIS,FNC,128,9/28/2009 8:15,9/28/2009 10:05,15,113,5,78
434,LIS,ORY,128,9/28/2009 8:35,9/28/2009 11:05,15,113,15,113
749,BCN,LIS,128,9/28/2009 8:40,9/28/2009 10:40,15,113,1,89
